   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
 767,        286697,          142202,            434,     27300,        2246,         68,        589821,             762,            931,    34786,       6703,        78
 768,        287320,          142512,            437,     27260,        2248,         68,        591358,             760,            937,    34832,       6708,        80
 769,        287533,          142617,            432,     27239,        2313,         69,        592897,             765,            943,    34889,       6718,        80
 770,        288660,          143179,            439,     27373,        2284,         70,        594438,             763,           1030,    34920,       6726,        81
 771,        290115,          143905,            437,     26383,        2310,         72,        595981,             765,            941,    35045,       6752,        82
 772,        290366,          144029,            440,     26367,        2299,         70,        597526,             765,            947,    34977,       6732,        80
 773,        290863,          144276,            440,     26963,        2294,         70,        599073,             768,            948,    35131,       6769,        80
 774,        292242,          144964,            440,     26767,        2324,         70,        600622,             769,            953,    35193,       6779,        81
 775,        293549,          145616,            442,     27301,        2272,         70,        602173,             767,            952,    35198,       6780,        81
 776,        294354,          146017,            442,     27424,        2278,         71,        603726,             768,           1056,    35243,       6786,        81
 777,        294547,          146112,            443,     28812,        2249,         70,        605281,             768,            957,    35301,       6802,        81
 778,        295756,          146715,            447,     27056,        2288,         69,        606838,             773,            960,    35309,       6796,        82
 779,        295773,          146722,            445,     28740,        2269,         70,        608397,             774,            963,    35408,       6821,        80
 780,        296894,          147281,            450,     27785,        2314,         69,        609958,             770,            966,    35398,       6817,        81
 781,        297915,          147790,            453,     27575,        2286,         71,        611521,             776,            967,    35511,       6842,        81
 782,        298928,          148295,            450,     26690,        2348,         71,        613086,             776,            973,    35533,       6842,        80
 783,        299397,          148528,            455,     28275,        2332,         71,        614653,             777,            973,    35560,       6848,        83
 784,        299656,          148656,            451,     28063,        2329,         68,        616222,             777,            974,    35550,       6838,        83
 785,        300283,          148968,            452,     28338,        2349,         71,        617793,             778,            982,    35655,       6862,        82
 786,        300638,          149144,            453,     28262,        2326,         69,        619366,             781,            982,    35761,       6886,        81
 787,        301195,          149421,            454,     28378,        2307,         69,        620941,             777,            984,    35884,       6912,        81
 788,        302356,          150000,            456,     29999,        2274,         69,        622518,             782,            984,    35892,       6917,        82
 789,        303189,          150415,            499,     27839,        2313,         69,        624097,             779,            987,    35954,       6928,        82
 790,        304452,          151045,            458,     28005,        2320,         72,        625678,             784,            992,    36005,       6935,        81
 791,        305349,          151492,            462,     28196,        2316,         70,        627261,             785,            996,    36104,       6962,        81
 792,        306352,          151992,            465,     28115,        2343,         71,        628846,             784,            997,    36088,       6946,        82
 793,        306461,          152045,            463,     28129,        2365,         71,        630433,             787,            998,    36156,       6967,        82
 794,        307454,          152540,            463,     28574,        2354,         71,        632022,             789,           1000,    36205,       6973,        83
 795,        308191,          152907,            464,     34000,        2264,         72,        633613,             786,           1051,    36287,       6988,        82
 796,        308794,          153207,            465,     29491,        2343,         73,        635206,             789,           1007,    36329,       6998,        82
 797,        309743,          153680,            468,     30797,        2304,         72,        636801,             792,           1007,    36341,       7000,        82
 798,        310848,          154231,            469,     29110,        2321,         69,        638398,             790,           1009,    36432,       7020,        83
 799,        311091,          154351,            468,     27918,        2387,         72,        639997,             794,           1012,    36471,       7027,        84
 800,        311876,          154742,            473,     28027,        2408,         71,        641598,             790,           1015,    36451,       7014,        84
 801,        313079,          155342,            473,     28520,        2395,         73,        643201,             796,           1019,    36462,       7020,        82
 802,        313966,          155784,            472,     27805,        2373,         74,        644806,             791,           1022,    36659,       7060,        82
 803,        314205,          155902,            472,     29787,        2328,         70,        646413,             795,           1021,    36654,       7060,        83
 804,        315450,          156523,            478,     28780,        2378,         71,        648022,             794,           1024,    36717,       7072,        84
 805,        316343,          156968,            477,     28231,        2396,         74,        649633,             797,           1027,    36873,       7110,        85
 806,        317520,          157555,            478,     28357,        2388,         72,        651246,             798,           1064,    36716,       7066,        84
 807,        317711,          157649,            477,     31494,        2371,         73,        652861,             800,           1033,    36853,       7097,        83
 808,        318434,          158009,            484,     31439,        2401,         73,        654478,             804,           1035,    36933,       7115,        84
 809,        318993,          158287,            482,     29477,        2403,         74,        656097,             802,           1039,    37062,       7145,        84
 810,        319444,          158511,            480,     29575,        2392,         72,        657718,             806,           1040,    37026,       7130,        84
 811,        319643,          158609,            481,     28898,        2415,         73,        659341,             805,           1042,    37134,       7157,        83
 812,        320470,          159021,            486,     29995,        2381,         72,        660966,             806,           1046,    37161,       7155,        84
 813,        322096,          159833,            485,     28724,        2443,         73,        662593,             807,           1046,    37142,       7155,        83
 814,        322583,          160075,            485,     28540,        2430,         72,        664222,             805,           1051,    37278,       7185,        86
 815,        323830,          160697,            488,     28509,        2428,         73,        665853,             809,           1053,    37322,       7187,        84
 816,        324657,          161109,            489,     29399,        2433,         72,        667486,             809,           1054,    37410,       7209,        85
 817,        326248,          161903,            492,     31822,        2332,         73,        669121,             811,           1056,    37506,       7230,        86
 818,        327387,          162471,            493,     28441,        2441,         74,        670758,             812,           1063,    37492,       7221,        86
 819,        328456,          163004,            496,     29107,        2416,         73,        672397,             811,           1067,    37595,       7244,        84
 820,        330065,          163807,            497,     29626,        2415,         74,        674038,             814,           1066,    37626,       7247,        85
 821,        330416,          163981,            498,     29434,        2453,         75,        675681,             814,           1071,    37749,       7279,        86
 822,        331403,          164473,            499,     31808,        2414,         74,        677326,             816,           1072,    37633,       7243,        86
 823,        332150,          164845,            500,     28973,        2492,         77,        678973,             814,           1265,    37728,       7265,       158
 824,        332605,          165071,            898,     29330,        2450,        144,        680622,             817,           1174,    37788,       7282,        92
 825,        333736,          165635,            503,     29456,        2455,         75,        682273,             818,           1081,    37825,       7287,        87
 826,        334523,          166027,            505,     29360,        2438,         76,        683926,             819,           1083,    37906,       7304,        88
 827,        335232,          166380,            503,     32182,        2410,         75,        685581,             818,           1083,    37967,       7315,       125
 828,        336071,          166798,            509,     31818,        2399,         76,        687238,             818,           1087,    38030,       7325,        86
 829,        337612,          167567,            507,     29613,        2488,         76,        688897,             825,           1088,    38171,       7362,        87
 830,        337883,          167701,            515,     28777,        2498,         77,        690558,             823,           2019,    38174,       7358,       181
 831,        338320,          167918,            928,     29383,        2501,         81,        692221,             821,           1094,    38160,       7347,        89
 832,        338735,          168124,            509,     29676,        2480,         79,        693886,             826,           1097,    38289,       7381,        89
 833,        339238,          168374,            510,     30676,        2477,         76,        695553,             826,           1102,    38254,       7371,        89
 834,        340393,          168950,            512,     29278,        2471,         76,        697222,             823,           1109,    38421,       7410,        89
 835,        341892,          169698,            514,     29809,        2508,         76,        698893,             829,           1106,    38349,       7383,        88
 836,        343339,          170420,            518,     29437,        2532,         77,        700566,             830,           1112,    38449,       7409,        87
 837,        343414,          170456,            521,     29006,        2511,         76,        702241,             832,           1118,    38488,       7416,        87
 838,        344213,          170854,            518,     30891,        2512,         78,        703918,             830,           1116,    38475,       7412,        89
 839,        345456,          171474,            520,     30767,        2493,         77,        705597,             833,           1118,    38649,       7456,        88
 840,        345693,          171591,            519,     29870,        2528,         76,        707278,             835,           1119,    38766,       7473,        89
 841,        347152,          172319,            523,     30681,        2522,         78,        708961,             831,           1122,    38705,       7452,        87
 842,        348255,          172869,           1087,     30541,        2496,         79,        710646,             833,           1125,    38709,       7455,        91
 843,        349020,          173250,            526,     29314,        2575,         80,        712333,             836,           1128,    38880,       7499,        90
 844,        349079,          173278,            524,     29463,        2580,         74,        714022,             835,           1137,    38913,       7501,        89
 845,        349166,          173320,            526,     31073,        2544,         78,        715713,             836,           1134,    38879,       7491,        90
 846,        350613,          174042,            526,     31201,        2503,         76,        717406,             841,           1134,    38970,       7510,        88
 847,        350718,          174093,            529,     32206,        2505,         77,        719101,             841,           1835,    39045,       7525,       182
 848,        351381,          174423,           1059,     30916,        2524,        164,        720798,             839,           1200,    39017,       7518,        91
 849,        352200,          174831,            530,     30277,        2522,         79,        722497,             840,           1148,    39102,       7534,        92
 850,        353709,          175584,            532,     31830,        2555,         79,        724198,             842,           1148,    39184,       7551,        91
 851,        353884,          175670,            533,     30704,        2562,         79,        725901,             845,           1148,    39298,       7579,        89
 852,        353969,          175711,            533,     29927,        2562,         76,        727606,             847,           1152,    39343,       7585,        89
 853,        354736,          176093,            876,     31102,        2566,        168,        729313,             846,           2244,    39420,       7603,        93
 854,        355543,          176495,            534,     31386,        2529,         79,        731022,             848,           2248,    39418,       7598,       182
 855,        356544,          176994,            837,     31754,        2527,         80,        732733,             852,           1158,    39422,       7594,        92
 856,        358141,          177791,            538,     30573,        2594,         81,        734446,             849,           1163,    39477,       7609,        92
 857,        358666,          178052,            541,     29736,        2593,         80,        736161,             849,           1165,    39500,       7607,        92
 858,        358805,          178120,            541,     30268,        2595,         77,        737878,             848,           1167,    39626,       7640,        92
 859,        359856,          178644,            545,     32791,        2509,        145,        739597,             847,           2343,    39682,       7651,       188
 860,        361053,          179241,            692,     32411,        2521,         79,        741318,             857,           1174,    39580,       7618,        93
 861,        362272,          179849,            546,     33904,        2573,         80,        743041,             852,           1176,    39747,       7658,        93
 862,        362737,          180080,            546,     32633,        2565,         79,        744766,             854,           1178,    39770,       7658,        92
 863,        363416,          180418,            549,     31178,        2575,         79,        746493,             856,           1181,    39830,       7676,        92
 864,        363697,          180557,            547,     31143,        2570,         79,        748222,             856,           1183,    39864,       7679,        92
 865,        364238,          180826,            550,     32458,        2576,         78,        749953,             856,           1186,    39930,       7697,        92
 866,        365675,          181543,            550,     31476,        2561,         78,        751686,             862,           1216,    40053,       7720,        91
 867,        366584,          181996,            555,     30945,        2644,         82,        753421,             865,           1190,    40070,       7719,        92
 868,        366915,          182160,            546,     31229,        2654,         81,        755158,             861,           1196,    40109,       7726,        92
 869,        367080,          182241,            921,     31644,        2581,        181,        756897,             864,           2403,    40086,       7719,       188
 870,        368057,          182728,           1104,     32680,        2583,        161,        758638,             862,           2405,    40180,       7741,       188
 871,        368996,          183196,           1110,     30544,        2595,        160,        760381,             862,           2407,    40312,       7771,       188
 872,        369867,          183630,           1117,     31187,        2616,        161,        762126,             864,           2412,    40271,       7757,       185
 873,        370688,          184039,           1115,     31155,        2657,        163,        763873,             869,           2422,    40347,       7775,       183
 874,        372419,          184903,           1122,     30746,        2645,        160,        765622,             864,           2430,    40387,       7774,       190
 875,        373552,          185468,           1160,     31564,        2591,        160,        767373,             867,           1944,    40506,       7810,        95
 876,        374075,          185728,            566,     31771,        2635,         81,        769126,             872,           1218,    40590,       7826,        93
 877,        375624,          186501,            567,     31373,        2651,         80,        770881,             867,           1221,    40488,       7796,        93
 878,        376497,          186936,            566,     31462,        2637,         79,        772638,             874,           1222,    40579,       7817,        94
 879,        377734,          187553,            571,     31913,        2616,         80,        774397,             875,           1225,    40645,       7830,        94
 880,        378601,          187985,            566,     32031,        2629,         80,        776158,             870,           1229,    40640,       7828,        93
 881,        379426,          188396,            572,     30896,        2673,         82,        777921,             873,           1231,    40786,       7857,        94
 882,        381133,          189248,            574,     31730,        2679,         82,        779686,             874,           1233,    40819,       7862,        93
 883,        382728,          190044,            575,     33945,        2653,         82,        781453,             877,           1239,    40884,       7876,        93
 884,        383009,          190183,            578,     34137,        2660,         83,        783222,             872,           1241,    40819,       7856,        94
 885,        384276,          190815,            577,     34054,        2602,         80,        784993,             881,           1243,    40896,       7873,        95
 886,        384643,          190997,            577,     32065,        2677,         81,        786766,             879,           1248,    41046,       7908,        93
 887,        385364,          191356,            580,     32535,        2667,         82,        788541,             882,           1248,    41102,       7915,        96
 888,        385957,          191651,            579,     32985,        2673,         79,        790318,             881,           1252,    41188,       7937,        94
 889,        386798,          192070,            580,     33215,        2667,         82,        792097,             880,           1274,    41227,       7947,        94
 890,        387693,          192516,            583,     34342,        2588,         79,        793878,             881,           1257,    41300,       7959,        94
 891,        387898,          192617,            582,     32847,        2679,         82,        795661,             880,           1258,    41250,       7945,        95
 892,        388003,          192668,            582,     33321,        2647,         81,        797446,             884,           1260,    41314,       7957,        94
 893,        388070,          192700,            585,     35114,        2676,         83,        799233,             882,           1264,    41413,       7979,        93
 894,        388257,          192792,            583,     32844,        2664,         82,        801022,             886,           1270,    41465,       7992,        95
 895,        389984,          193654,            588,     32300,        2702,         82,        802813,             888,           1273,    41440,       7982,        94
 896,        391385,          194353,            589,     32064,        2708,         81,        804606,             890,           1278,    41431,       7976,        95
 897,        392988,          195153,            590,     34557,        2685,         80,        806401,             887,           1277,    41649,       8028,        95
 898,        393913,          195614,            594,     35195,        2677,         81,        808198,             893,           1281,    41668,       8029,        95
 899,        393992,          195652,            591,     32799,        2646,         80,        809997,             895,           1284,    41657,       8021,        95
 900,        395051,          196180,            592,     32593,        2684,         81,        811798,             890,           1287,    41764,       8048,        95
 901,        395818,          196562,            596,     33189,        2744,         85,        813601,             892,           1545,    41787,       8048,       194
 902,        396003,          196653,           1198,     33280,        2709,        177,        815406,             895,           1825,    41840,       8059,        99
 903,        397492,          197396,            596,     34412,        2776,         86,        817213,             898,           1337,    41865,       8062,        97
 904,        399211,          198254,            599,     34797,        2725,         87,        819022,             897,           1295,    41949,       8086,        97
 905,        400168,          198731,            604,     32988,        2706,         85,        820833,             898,           1299,    42088,       8114,        95
 906,        401465,          199378,            604,     32964,        2718,         84,        822646,             898,           1302,    42149,       8125,        98
 907,        401786,          199537,            604,     32050,        2745,         85,        824461,             898,           1304,    42201,       8137,        96
 908,        402513,          199899,            608,     33295,        2740,         84,        826278,             901,           1311,    42104,       8112,        97
 909,        403894,          200588,            608,     32607,        2734,         85,        828097,             897,           1313,    42233,       8134,        97
 910,        404447,          200863,            607,     32993,        2720,         84,        829918,             904,           1318,    42324,       8151,        98
 911,        404902,          201089,            607,     32826,        2738,         82,        831741,             906,           1318,    42417,       8180,        96
 912,        406293,          201783,            611,     33213,        2765,         82,        833566,             905,           1319,    42392,       8166,        98
 913,        407876,          202573,            616,     34750,        2726,         83,        835393,             906,           1323,    42513,       8196,        96
 914,        409499,          203383,            616,     33302,        2816,         85,        837222,             909,           1326,    42537,       8196,        97
 915,        410534,          203899,            616,     32791,        2767,         84,        839053,             905,           1422,    42676,       8228,       194
 916,        411109,          204185,           1241,     32581,        2773,        169,        840886,             906,           2040,    42711,       8235,        99
 917,        412152,          204705,            620,     34631,        2756,         83,        842721,             912,           1335,    42773,       8248,        98
 918,        412823,          205039,            619,     35592,        2750,         85,        844558,             909,           1341,    42798,       8245,       100
 919,        413734,          205493,            621,     33264,        2792,         85,        846397,             911,           1341,    42815,       8250,        97
 920,        413849,          205549,            624,     33231,        2795,         82,        848238,             910,           1345,    42908,       8271,        98
 921,        413970,          205608,            624,     33383,        2799,         85,        850081,             913,           1347,    42900,       8267,        99
 922,        415141,          206192,            622,     33873,        2813,         84,        851926,             917,           1349,    42986,       8284,        98
 923,        415990,          206615,            624,     34420,        2771,         86,        853773,             918,           1350,    43047,       8298,        97
 924,        417693,          207465,            630,     33434,        2819,         85,        855622,             913,           1359,    43034,       8291,        97
 925,        418556,          207895,            631,     37009,        2750,         85,        857473,             918,           1358,    43114,       8309,        99
 926,        420293,          208762,            635,     36613,        2736,         84,        859326,             918,           1361,    43152,       8313,        99
 927,        420370,          208799,            630,     34006,        2758,         84,        861181,             921,           1364,    43228,       8333,        97
 928,        420405,          208815,            632,     33631,        2796,         84,        863038,             921,           1366,    43313,       8349,        99
 929,        421242,          209232,            634,     34461,        2775,         87,        864897,             921,           1744,    43336,       8351,       100
 930,        421845,          209532,            636,     34408,        2793,         87,        866758,             917,           1373,    43447,       8372,       102
 931,        423066,          210141,            636,     36293,        2807,         86,        868621,             927,           1385,    43448,       8373,       100
 932,        423139,          210176,            635,     36807,        2796,         85,        870486,             928,           1382,    43511,       8387,        99
 933,        424192,          210701,            636,     35329,        2798,         86,        872353,             929,           1386,    43522,       8385,        99
 934,        425513,          211360,            641,     34900,        2816,         86,        874222,             925,           1387,    43521,       8373,        99
 935,        427216,          212210,            644,     36093,        2802,         86,        876093,             926,           1388,    43725,       8428,       100
 936,        428487,          212844,            644,     34250,        2797,         85,        877966,             931,           1392,    43781,       8442,       100
 937,        430200,          213699,            645,     34235,        2854,         88,        879841,             929,           1395,    43778,       8437,       102
 938,        431853,          214524,            649,     34724,        2881,         87,        881718,             930,           1400,    43884,       8457,        99
 939,        431920,          214556,            650,     34006,        2896,         88,        883597,             930,           1401,    43920,       8468,        99
 940,        432341,          214765,            652,     33921,        2897,         86,        885478,             930,           1405,    44010,       8485,        99
 941,        432632,          214909,            651,     35773,        2838,         86,        887361,             931,           1406,    44045,       8490,        99
 942,        433375,          215279,            653,     36025,        2767,         85,        889246,             932,           1408,    43991,       8476,       127
 943,        435260,          216220,            652,     34700,        2878,         89,        891133,             940,           1413,    44070,       8490,       100
 944,        435759,          216468,            655,     36292,        2854,         88,        893022,             937,           1413,    44066,       8486,       102
 945,        437444,          217309,            657,     36307,        2840,         86,        894913,             934,           1423,    44185,       8510,       100
 946,        438107,          217639,            658,     34891,        2911,         88,        896806,             939,           1422,    44201,       8513,        99
 947,        438714,          217941,            659,     33691,        2871,         89,        898701,             940,           1422,    44354,       8549,       101
 948,        438879,          218022,            660,     33734,        2907,         87,        900598,             941,           1427,    44428,       8567,        99
 949,        439608,          218385,            661,     33958,        2923,         89,        902497,             940,           1431,    44390,       8559,       101
 950,        440549,          218854,            660,     34106,        2901,         88,        904398,             943,           1631,    44557,       8594,       104
 951,        441054,          219105,            663,     34805,        2897,         90,        906301,             941,           1438,    44579,       8593,       101
 952,        442131,          219642,           1048,     35158,        2855,        187,        908206,             943,           2882,    44637,       8602,       105
 953,        443318,          220234,            666,     38365,        2860,         95,        910113,             948,           1441,    44579,       8586,       106
 954,        444093,          220620,            669,     35457,        2923,         91,        912022,             950,           1450,    44668,       8610,       104
 955,        445150,          221147,            670,     36772,        2886,         91,        913933,             946,           1446,    44758,       8633,       103
 956,        446225,          221683,            676,     36360,        2876,         89,        915846,             951,           1450,    44882,       8657,       105
 957,        446914,          222026,            671,     35534,        2920,         90,        917761,             952,           1455,    44790,       8629,       103
 958,        448299,          222717,            673,     34129,        2949,         89,        919678,             952,           1651,    44931,       8661,       105
 959,        449568,          223350,            674,     36532,        2900,         96,        921597,             949,           1462,    44972,       8670,       106
 960,        449575,          223352,            669,     35626,        2894,         90,        923518,             951,           1462,    45057,       8687,       104
 961,        450460,          223793,            679,     35153,        2890,         88,        925441,             954,           1468,    45066,       8691,       103
 962,        450741,          223932,            677,     36193,        2897,         91,        927366,             957,           1721,    45147,       8705,       106
 963,        451260,          224190,            678,     34816,        2946,         96,        929293,             956,           1476,    45217,       8719,       108
 964,        452713,          224915,            680,     36538,        2921,         90,        931222,             957,           1477,    45355,       8752,       106
 965,        453020,          225067,           1350,     36311,        2904,        187,        933153,             958,           2213,    45309,       8740,       158
 966,        453637,          225374,            753,     36494,        2906,         96,        935086,             955,           1516,    45363,       8745,       129
 967,        453892,          225500,            681,     36280,        2922,         91,        937021,             960,           1486,    45539,       8787,       108
 968,        454687,          225896,            683,     38156,        2883,         90,        938958,             956,           1489,    45498,       8770,       106
 969,        455544,          226323,            684,     36407,        2929,         91,        940897,             958,           1490,    45407,       8741,       104
 970,        456807,          226953,            686,     35589,        2917,         89,        942838,             964,           3049,    45531,       8774,       107
 971,        458190,          227643,            691,     35100,        2944,         94,        944781,             955,           1590,    45642,       8797,       108
 972,        459213,          228153,            693,     35885,        2940,         92,        946726,             964,           2317,    45676,       8802,       107
 973,        461138,          229114,            714,     36310,        2944,         96,        948673,             961,           1517,    45705,       8809,       107
 974,        462941,          230014,            763,     36844,        2934,         97,        950622,             964,           1542,    45812,       8833,       179
 975,        464470,          230777,            700,     38528,        2951,         97,        952573,             967,           1780,    45797,       8824,       220
 976,        465413,          231247,            921,     39258,        2940,         97,        954526,             970,           1515,    45858,       8834,       107
 977,        465686,          231382,            701,     35705,        2987,         93,        956481,             970,           1557,    45938,       8846,       215
 978,        467173,          232124,           1236,     35394,        2986,        101,        958438,             970,           1559,    45966,       8857,       104
 979,        468582,          232827,            705,     36382,        2953,         94,        960397,             975,           1523,    46059,       8878,       106
 980,        469209,          233139,            705,     36521,        2957,         89,        962358,             971,           1524,    46150,       8901,       106
 981,        469884,          233475,            707,     36389,        3004,         91,        964321,             977,           1731,    46091,       8882,       218
 982,        470231,          233647,           1121,     35726,        2961,         94,        966286,             976,           1536,    46188,       8905,       106
 983,        470614,          233837,            735,     38677,        2946,        245,        968253,             976,           1582,    46211,       8905,       106
 984,        472409,          234733,            711,     38135,        3004,         94,        970222,             979,           1536,    46224,       8904,       108
 985,        472908,          234981,            711,     35911,        3021,         97,        972193,             974,           1541,    46307,       8923,       106
 986,        473365,          235208,            708,     34923,        3008,         90,        974166,             977,           1583,    46363,       8936,       106
 987,        473388,          235218,            952,     37876,        2943,        205,        976141,             975,           2890,    46404,       8941,       110
 988,        473643,          235344,            705,     36295,        3001,         98,        978118,             978,           1554,    46436,       8943,       106
 989,        474014,          235528,            715,     36466,        3052,         96,        980097,             980,           1554,    46497,       8955,       109
 990,        475863,          236451,            712,     35912,        3044,         93,        982078,             984,           1557,    46652,       8992,       108
 991,        477236,          237136,            715,     36923,        3043,         92,        984061,             983,           1560,    46743,       9013,       108
 992,        479193,          238113,            718,     37551,        3040,         93,        986046,             984,           2005,    46690,       9000,       352
 993,        481088,          239059,           1545,     36778,        3062,        101,        988033,             986,           1570,    46673,       8988,       110
 994,        481423,          239225,            717,     37493,        2995,         98,        990022,             987,           1571,    46770,       9013,       109
 995,        482678,          239851,            724,     35652,        3061,         94,        992013,             984,           1573,    46933,       9050,       111
 996,        483407,          240214,            724,     36728,        3055,         93,        994006,             987,           1612,    46962,       9057,       108
 997,        484188,          240603,            727,     37963,        3029,         94,        996001,             985,           1579,    46977,       9051,       107
 998,        484357,          240686,            726,     38207,        3032,         91,        997998,             991,           2546,    47061,       9071,       181
 999,        486078,          241545,            730,     38122,        3007,        103,        999997,             990,           1592,    47189,       9099,       115
1000,        486775,          241892,            735,     37714,        3025,         96,       1001998,             991,           1588,    47191,       9091,       111
