     n, heap_cmp, heap_swaps, heap_time
 26184,  1852120,     361512,      2601
 26185,  1852581,     361633,      2537
 26186,  1852662,     361662,      2474
 26187,  1852852,     361692,      2485
 26188,  1852919,     361692,      2477
 26189,  1853103,     361742,      2470
 26190,  1853306,     361805,      2507
 26191,  1852478,     361568,      2478
 26192,  1852537,     361581,      2466
 26193,  1853503,     361824,      2475
 26194,  1853199,     361746,      2469
 26195,  1852958,     361669,      2468
 26196,  1853741,     361878,      2472
 26197,  1853352,     361789,      2471
 26198,  1853325,     361744,      2479
 26199,  1853836,     361867,      2479
 26200,  1853707,     361827,      2516
 26201,  1853766,     361881,      2479
 26202,  1853609,     361790,      2473
 26203,  1854029,     361909,      2468
 26204,  1853813,     361842,      2482
 26205,  1853884,     361860,      2473
 26206,  1853454,     361758,      2482
 26207,  1854293,     361941,      2471
 26208,  1854820,     362105,      2483
 26209,  1854811,     362082,      2469
 26210,  1854463,     361979,      2468
 26211,  1854769,     362090,      2472
 26212,  1854513,     361982,      2491
 26213,  1854316,     361936,      2480
 26214,  1854796,     362061,      2473
 26215,  1854486,     361994,      2476
 26216,  1854318,     361911,      2479
 26217,  1854599,     361971,      2470
 26218,  1854415,     361942,      2478
 26219,  1855088,     362094,      2477
 26220,  1855257,     362143,      2483
 26221,  1855355,     362154,      2509
 26222,  1854973,     362077,      2487
 26223,  1855475,     362185,      2478
 26224,  1855026,     362079,      2478
 26225,  1855732,     362277,      2476
 26226,  1855064,     362070,      2478
 26227,  1855376,     362167,      2518
 26228,  1855599,     362174,      2483
 26229,  1855982,     362288,      2480
 26230,  1855741,     362223,      2481
 26231,  1855885,     362246,      2488
 26232,  1856317,     362368,      2479
 26233,  1855971,     362289,      2480
 26234,  1856796,     362485,      2481
 26235,  1856407,     362362,      2480
 26236,  1856610,     362410,      2481
 26237,  1856371,     362367,      2480
 26238,  1856513,     362384,      2479
 26239,  1856597,     362412,      2486
 26240,  1857194,     362544,      2501
 26241,  1856521,     362380,      2490
 26242,  1856933,     362467,      2481
 26243,  1857127,     362497,      2488
 26244,  1857548,     362607,      2489
 26245,  1857382,     362571,      2483
 26246,  1857353,     362552,      2499
 26247,  1857238,     362531,      2485
 26248,  1857503,     362621,      2485
 26249,  1857337,     362517,      2490
 26250,  1857755,     362642,      2485
 26251,  1857628,     362600,      2487
 26252,  1858382,     362786,      2495
 26253,  1857840,     362630,      2487
 26254,  1858052,     362705,      2481
 26255,  1857579,     362576,      2492
 26256,  1857755,     362596,      2486
 26257,  1857801,     362624,      2485
 26258,  1858126,     362701,      2488
 26259,  1857916,     362662,      2496
 26260,  1857921,     362660,      2492
 26261,  1858287,     362719,      2477
 26262,  1858537,     362807,      2482
 26263,  1858724,     362834,      2493
 26264,  1858467,     362741,      2493
 26265,  1858485,     362738,      2488
 26266,  1858860,     362862,      2487
 26267,  1858884,     362867,      2513
 26268,  1858996,     362894,      2485
 26269,  1859313,     362964,      2491
 26270,  1859638,     363042,      2480
 26271,  1859528,     362998,      2487
 26272,  1859126,     362886,      2493
 26273,  1858940,     362849,      2497
 26274,  1858994,     362852,      2498
 26275,  1859480,     362963,      2486
 26276,  1859152,     362898,      2490
 26277,  1859423,     362962,      2487
 26278,  1859083,     362870,      2482
 26279,  1860267,     363151,      2487
 26280,  1859940,     363044,      2491
 26281,  1859974,     363017,      2488
 26282,  1860054,     363092,      2489
 26283,  1860170,     363106,      2486
 26284,  1860009,     363041,      2496
 26285,  1860296,     363145,      2481
 26286,  1860273,     363134,      2480
 26287,  1860389,     363145,      2483
 26288,  1860390,     363138,      2481
 26289,  1860600,     363194,      2482
 26290,  1860477,     363154,      2483
 26291,  1861385,     363379,      2504
 26292,  1861542,     363439,      2487
 26293,  1860928,     363260,      2482
 26294,  1861482,     363397,      2486
 26295,  1860970,     363249,      2480
 26296,  1861228,     363300,      2501
 26297,  1861009,     363275,      2483
 26298,  1860676,     363166,      2481
 26299,  1861014,     363252,      2524
 26300,  1861423,     363347,      2480
 26301,  1861429,     363361,      2484
 26302,  1861715,     363411,      2487
 26303,  1860825,     363195,      2485
 26304,  1861424,     363316,      2485
 26305,  1861471,     363365,      2481
 26306,  1861412,     363341,      2480
 26307,  1861864,     363427,      2481
 26308,  1862209,     363507,      2491
 26309,  1862459,     363577,      2476
 26310,  1862760,     363633,      2480
 26311,  1863161,     363728,      2484
 26312,  1862472,     363575,      2483
 26313,  1862176,     363448,      2485
 26314,  1862693,     363595,      2483
 26315,  1862597,     363612,      2488
 26316,  1862770,     363620,      2581
 26317,  1862464,     363565,      2493
 26318,  1862943,     363660,      2491
 26319,  1863045,     363664,      2487
 26320,  1863108,     363674,      2501
 26321,  1863153,     363696,      2480
 26322,  1863093,     363682,      2485
 26323,  1863501,     363762,      2477
 26324,  1863456,     363750,      2492
 26325,  1863208,     363684,      2484
 26326,  1863622,     363778,      2491
 26327,  1863373,     363725,      2484
 26328,  1863124,     363629,      2495
 26329,  1863465,     363733,      2488
 26330,  1863694,     363802,      2485
 26331,  1863778,     363832,      2489
 26332,  1863832,     363810,      2926
 26333,  1864018,     363854,      2496
 26334,  1863819,     363818,      2494
 26335,  1864659,     364015,      2498
 26336,  1863834,     363789,      2501
 26337,  1864122,     363866,      2495
 26338,  1864544,     363994,      2491
 26339,  1864827,     364049,      2533
 26340,  1864657,     363996,      2498
 26341,  1865317,     364150,      2668
 26342,  1865039,     364094,      2557
 26343,  1864568,     363958,      2491
 26344,  1864810,     364007,      3698
 26345,  1864366,     363888,      2804
 26346,  1864924,     364042,      2490
 26347,  1865382,     364164,      3952
 26348,  1865425,     364143,      2494
 26349,  1865338,     364109,      2493
 26350,  1865601,     364188,      2597
 26351,  1865479,     364155,      2495
 26352,  1865369,     364127,      2476
 26353,  1865644,     364166,      2488
 26354,  1865397,     364116,      2509
 26355,  1865884,     364248,      2484
 26356,  1865643,     364168,      2492
 26357,  1865915,     364231,      2486
 26358,  1865863,     364218,      2521
 26359,  1866010,     364224,      2495
 26360,  1866097,     364268,      2488
 26361,  1865997,     364207,      2492
 26362,  1866128,     364299,      2490
 26363,  1866569,     364380,      2491
 26364,  1866674,     364387,      2491
 26365,  1867073,     364471,      2535
 26366,  1867415,     364564,      2523
 26367,  1866794,     364393,      2498
 26368,  1866758,     364392,      2497
 26369,  1866470,     364322,      2504
 26370,  1867068,     364467,      2496
 26371,  1867208,     364507,      2495
 26372,  1866639,     364331,      2495
 26373,  1867263,     364514,      2496
 26374,  1866761,     364362,      2496
 26375,  1867086,     364443,      2496
 26376,  1867511,     364546,      2492
 26377,  1867618,     364598,      2494
 26378,  1867180,     364468,      2519
 26379,  1867578,     364537,      2500
 26380,  1867552,     364533,      2488
 26381,  1867479,     364515,      2498
 26382,  1867579,     364529,      2547
 26383,  1868015,     364665,      2494
 26384,  1868360,     364741,      2492
 26385,  1867758,     364590,      2500
 26386,  1868479,     364731,      2493
 26387,  1868285,     364706,      2493
 26388,  1867827,     364540,      2491
 26389,  1868359,     364685,      2498
 26390,  1868641,     364772,      2499
 26391,  1868325,     364698,      2499
 26392,  1868652,     364762,      2498
 26393,  1868505,     364726,      2488
 26394,  1868652,     364743,      2498
 26395,  1868690,     364776,      2493
 26396,  1868427,     364680,      2489
 26397,  1869119,     364873,      2490
 26398,  1868433,     364675,      2647
 26399,  1869159,     364866,      2499
 26400,  1869298,     364880,      2499
 26401,  1869729,     364983,      2504
 26402,  1869280,     364873,      2510
 26403,  1869518,     364965,      2497
 26404,  1869493,     364908,      2490
 26405,  1869635,     365012,      2498
 26406,  1869983,     365063,      2611
 26407,  1869664,     364952,      2499
 26408,  1869677,     364971,      2500
 26409,  1870269,     365112,      2495
 26410,  1870307,     365114,      2494
 26411,  1869940,     365016,      2495
 26412,  1870040,     365036,      2489
 26413,  1870223,     365072,      2501
 26414,  1870137,     365040,      2508
 26415,  1870130,     365041,      2498
 26416,  1870647,     365148,      2496
 26417,  1870958,     365240,      2491
 26418,  1870761,     365163,      2491
 26419,  1870443,     365103,      2498
 26420,  1870192,     365057,      2491
 26421,  1870849,     365213,      2491
 26422,  1871161,     365264,      2503
 26423,  1871216,     365288,      2500
 26424,  1871287,     365315,      2497
 26425,  1871536,     365336,      2497
 26426,  1871447,     365329,      2523
 26427,  1871497,     365346,      2497
 26428,  1871117,     365234,      2496
 26429,  1871465,     365303,      2500
 26430,  1871447,     365302,      2543
 26431,  1871452,     365282,      2506
 26432,  1871444,     365325,      2494
 26433,  1871793,     365391,      2499
 26434,  1871210,     365226,      2508
 26435,  1871481,     365299,      2491
 26436,  1872052,     365465,      2495
 26437,  1872117,     365448,      2498
 26438,  1872187,     365479,      2517
 26439,  1872709,     365575,      2498
 26440,  1872815,     365610,      2493
 26441,  1872683,     365564,      2491
 26442,  1872478,     365498,      2501
 26443,  1872567,     365546,      2507
 26444,  1873008,     365662,      2503
 26445,  1872616,     365558,      2505
 26446,  1872613,     365528,      3011
 26447,  1873200,     365686,      4066
 26448,  1873119,     365648,      2506
 26449,  1872909,     365571,      2512
 26450,  1873756,     365796,      2512
 26451,  1873266,     365690,      2507
 26452,  1873433,     365704,      2506
 26453,  1872808,     365539,      2550
 26454,  1873239,     365642,      2514
 26455,  1873781,     365789,      2502
 26456,  1873587,     365729,      2500
 26457,  1873167,     365608,      2510
 26458,  1874205,     365872,      2510
 26459,  1874128,     365874,      4076
 26460,  1874162,     365859,      2510
 26461,  1874153,     365891,      2544
 26462,  1873594,     365702,      2506
 26463,  1873807,     365791,      2505
 26464,  1874230,     365884,      2507
 26465,  1874130,     365831,      2503
 26466,  1874493,     365936,      2507
 26467,  1874496,     365914,      2510
 26468,  1874001,     365798,      2497
 26469,  1874600,     365937,      2497
 26470,  1874743,     365964,      2498
 26471,  1874987,     365977,      2500
 26472,  1874563,     365912,      2501
 26473,  1874765,     365954,      2517
 26474,  1875026,     366018,      2495
 26475,  1875124,     366038,      2495
 26476,  1875025,     366007,      2497
 26477,  1875215,     366042,      2524
 26478,  1875478,     366120,      2501
 26479,  1875376,     366095,      2503
 26480,  1875897,     366207,      2500
 26481,  1875281,     366060,      2496
 26482,  1875752,     366148,      2503
 26483,  1875215,     366039,      2497
 26484,  1875591,     366087,      2496
 26485,  1875433,     366075,      2522
 26486,  1875791,     366163,      2501
 26487,  1876110,     366217,      2497
 26488,  1875856,     366164,      2499
 26489,  1875993,     366185,      2504
 26490,  1876042,     366187,      2498
 26491,  1876147,     366249,      2527
 26492,  1876769,     366358,      2514
 26493,  1876590,     366320,      2511
 26494,  1876417,     366279,      2509
 26495,  1876602,     366340,      2510
 26496,  1876641,     366289,      2506
 26497,  1876556,     366306,      2523
 26498,  1877043,     366411,      2515
 26499,  1877250,     366431,      2503
 26500,  1877007,     366402,      2545
 26501,  1877001,     366393,      2539
 26502,  1876878,     366339,      2507
 26503,  1876933,     366382,      2499
 26504,  1877242,     366447,      2499
 26505,  1877062,     366421,      2505
 26506,  1877936,     366606,      2510
 26507,  1877202,     366400,      2503
 26508,  1877867,     366601,      2509
 26509,  1877894,     366590,      2515
 26510,  1877734,     366557,      2505
 26511,  1877816,     366562,      2499
 26512,  1877471,     366471,      2508
 26513,  1877806,     366545,      2499
 26514,  1877741,     366533,      2505
 26515,  1877766,     366543,      2501
 26516,  1878056,     366572,      2508
 26517,  1878428,     366699,      2509
 26518,  1878374,     366685,      2510
 26519,  1878438,     366661,      2500
 26520,  1878245,     366636,      2505
 26521,  1878750,     366743,      2508
 26522,  1879226,     366859,      2510
 26523,  1878614,     366673,      2509
 26524,  1878783,     366763,      2508
 26525,  1879243,     366868,      2534
 26526,  1878739,     366720,      2511
 26527,  1879360,     366872,      2518
 26528,  1879319,     366891,      2506
 26529,  1879328,     366888,      2509
 26530,  1879179,     366827,      2500
 26531,  1878998,     366771,      2504
 26532,  1879746,     366970,      2513
 26533,  1879862,     366960,      2650
 26534,  1879613,     366929,      2516
 26535,  1880260,     367078,      2523
 26536,  1879678,     366940,      2505
 26537,  1880419,     367122,      2510
 26538,  1879545,     366854,      2513
 26539,  1880442,     367109,      2513
 26540,  1879746,     366920,      2517
 26541,  1879926,     366946,      2512
 26542,  1880611,     367166,      2511
 26543,  1880025,     366956,      2508
 26544,  1880036,     366957,      2512
 26545,  1880551,     367097,      2517
 26546,  1880686,     367113,      2753
 26547,  1880502,     367083,      2520
 26548,  1880746,     367130,      2519
 26549,  1881138,     367263,      2570
 26550,  1880869,     367165,      2633
 26551,  1880445,     367041,      2513
 26552,  1880723,     367119,      4326
 26553,  1881326,     367261,      2527
 26554,  1881313,     367249,      4417
 26555,  1881669,     367320,      3372
 26556,  1881573,     367314,      2507
 26557,  1881245,     367219,      3216
 26558,  1881417,     367266,      2693
 26559,  1881364,     367257,      2517
 26560,  1881499,     367245,      2515
 26561,  1881731,     367319,      2515
 26562,  1881718,     367328,      2517
 26563,  1882090,     367391,      3763
 26564,  1882015,     367380,      2811
 26565,  1881667,     367329,      2519
 26566,  1881653,     367284,      2512
 26567,  1882826,     367583,      2530
 26568,  1881942,     367359,      2506
 26569,  1882281,     367424,      3027
 26570,  1882193,     367396,      2587
 26571,  1882318,     367428,      2520
 26572,  1882170,     367394,      2511
 26573,  1882623,     367509,      2519
 26574,  1882120,     367358,      2512
 26575,  1882647,     367486,      2811
 26576,  1882978,     367597,      2508
 26577,  1883179,     367616,      2508
 26578,  1882747,     367509,      2508
 26579,  1883369,     367656,      2512
 26580,  1883599,     367714,      2504
 26581,  1883292,     367617,      2511
 26582,  1883682,     367721,      2512
 26583,  1883464,     367669,      2512
 26584,  1883364,     367609,      2510
 26585,  1883451,     367648,      2511
 26586,  1883082,     367541,      2504
 26587,  1883924,     367764,      2524
 26588,  1883570,     367691,      2538
 26589,  1883808,     367726,      2516
 26590,  1883852,     367761,      2511
 26591,  1883741,     367707,      2514
 26592,  1884263,     367829,      2517
 26593,  1884478,     367881,      2512
 26594,  1884248,     367799,      2519
 26595,  1884459,     367864,      2520
 26596,  1884594,     367912,      2518
 26597,  1884858,     367971,      2513
 26598,  1884622,     367895,      2512
 26599,  1884775,     367946,      2505
 26600,  1885046,     368017,      2549
 26601,  1884999,     368010,      2512
 26602,  1885198,     368025,      2517
 26603,  1885432,     368093,      2514
 26604,  1884993,     367951,      2511
 26605,  1884925,     367936,      2520
 26606,  1885579,     368106,      2514
 26607,  1885394,     368064,      2518
 26608,  1885305,     368046,      2515
 26609,  1885075,     367936,      2513
 26610,  1885666,     368117,      2511
 26611,  1885740,     368126,      2518
 26612,  1885563,     368060,      2509
 26613,  1885707,     368113,      2519
 26614,  1885845,     368135,      2518
 26615,  1885195,     367966,      2538
 26616,  1885834,     368120,      2520
 26617,  1885765,     368133,      2519
 26618,  1886179,     368177,      2515
 26619,  1886146,     368196,      2513
 26620,  1885966,     368137,      2516
 26621,  1886015,     368140,      2522
 26622,  1886569,     368299,      2510
 26623,  1886725,     368342,      2522
 26624,  1886188,     368161,      2518
 26625,  1887096,     368410,      2512
 26626,  1886974,     368389,      2519
 26627,  1887230,     368428,      2535
 26628,  1887080,     368410,      2522
 26629,  1886720,     368297,      2523
 26630,  1886937,     368315,      2515
 26631,  1887372,     368448,      2520
 26632,  1887479,     368475,      2536
 26633,  1887598,     368499,      2527
 26634,  1887357,     368412,      2526
 26635,  1887149,     368376,      2531
 26636,  1887599,     368484,      2535
 26637,  1888073,     368597,      2531
 26638,  1887640,     368483,      2527
 26639,  1887825,     368520,      2529
 26640,  1887673,     368467,      2523
 26641,  1887910,     368562,      2521
 26642,  1888797,     368773,      2521
 26643,  1888338,     368642,      2518
 26644,  1888243,     368606,      2584
 26645,  1888256,     368601,      2530
 26646,  1888922,     368758,      2545
 26647,  1889018,     368815,      2522
 26648,  1888413,     368637,      2521
 26649,  1888936,     368750,      2517
 26650,  1888971,     368760,      2516
 26651,  1888427,     368627,      2528
 26652,  1888474,     368639,      2527
 26653,  1888872,     368728,      2520
 26654,  1888946,     368743,      2542
 26655,  1889486,     368883,      2531
 26656,  1888818,     368704,      2525
 26657,  1889332,     368804,      2530
 26658,  1888871,     368715,      2548
 26659,  1889602,     368872,      2531
 26660,  1889264,     368794,      2531
 26661,  1889456,     368851,      2526
 26662,  1889389,     368811,      2525
 26663,  1889618,     368845,      2527
 26664,  1889589,     368832,      2531
 26665,  1889910,     368954,      2528
 26666,  1889756,     368903,      2530
 26667,  1890063,     368961,      2533
 26668,  1889883,     368914,      2531
 26669,  1890393,     369045,      2533
 26670,  1889882,     368915,      4385
 26671,  1890124,     368944,      2524
 26672,  1890296,     368989,      2529
 26673,  1890435,     369016,      2526
 26674,  1891065,     369200,      2528
 26675,  1890714,     369113,      2523
 26676,  1891066,     369164,      2525
 26677,  1890575,     369065,      2543
 26678,  1890614,     369053,      2515
 26679,  1890500,     369021,      2519
 26680,  1891133,     369143,      2518
 26681,  1890742,     369081,      2536
 26682,  1891218,     369203,      2521
 26683,  1891461,     369258,      2516
 26684,  1891790,     369321,      2509
 26685,  1891311,     369201,      3811
 26686,  1891350,     369203,      2773
 26687,  1891335,     369176,      2527
 26688,  1891957,     369328,      2540
 26689,  1891547,     369260,      2539
 26690,  1892164,     369414,      2527
 26691,  1892281,     369448,      2618
 26692,  1891833,     369311,      2956
 26693,  1892035,     369370,      3057
 26694,  1891687,     369276,      2530
 26695,  1891968,     369325,      2527
 26696,  1891806,     369275,      2530
 26697,  1892309,     369389,      2523
 26698,  1892437,     369459,      2522
 26699,  1892782,     369517,      2523
 26700,  1892326,     369415,      2560
 26701,  1892702,     369470,      2585
 26702,  1892724,     369483,      2529
 26703,  1892973,     369555,      2524
 26704,  1893340,     369625,      2550
 26705,  1893176,     369563,      2520
 26706,  1893291,     369604,      2521
 26707,  1892858,     369503,      2526
 26708,  1893238,     369583,      2526
 26709,  1893790,     369740,      2518
 26710,  1892837,     369472,      2522
 26711,  1893019,     369514,      2522
 26712,  1893586,     369678,      2527
 26713,  1893436,     369628,      2521
 26714,  1893877,     369724,      2522
 26715,  1893788,     369698,      2527
 26716,  1893829,     369691,      2546
 26717,  1894283,     369833,      2534
 26718,  1893621,     369639,      2542
 26719,  1894108,     369763,      2522
 26720,  1893945,     369706,      2527
 26721,  1894090,     369724,      2529
 26722,  1894437,     369847,      2523
 26723,  1894717,     369899,      2537
 26724,  1894516,     369856,      2674
 26725,  1895224,     369985,      2533
 26726,  1894336,     369792,      2534
 26727,  1894262,     369755,      2519
 26728,  1894971,     369918,      2560
 26729,  1894844,     369894,      2526
 26730,  1894601,     369842,      2526
 26731,  1895436,     370016,      2525
 26732,  1895771,     370110,      4323
 26733,  1895162,     369970,      2539
 26734,  1895585,     370059,      2530
 26735,  1895569,     370076,      2537
 26736,  1895332,     369966,      2530
 26737,  1895676,     370081,      2525
 26738,  1895527,     370034,      2529
 26739,  1895569,     370057,      2573
 26740,  1895682,     370065,      2533
 26741,  1895428,     370004,      2526
 26742,  1895287,     369949,      2523
 26743,  1895427,     369975,      2539
 26744,  1896026,     370127,      2530
 26745,  1895985,     370120,      2531
 26746,  1895874,     370074,      2542
 26747,  1896200,     370179,      4384
 26748,  1896737,     370313,      2541
 26749,  1895985,     370084,      2544
 26750,  1896102,     370116,      2552
 26751,  1896277,     370153,      2529
 26752,  1897088,     370372,      2529
 26753,  1896503,     370202,      2536
 26754,  1896838,     370280,      3132
 26755,  1896910,     370291,      2800
 26756,  1896951,     370302,      2536
 26757,  1896802,     370282,      2572
 26758,  1897465,     370432,      2538
 26759,  1897114,     370351,      2537
 26760,  1897253,     370368,      2587
 26761,  1897291,     370370,      6290
 26762,  1897327,     370389,      7589
 26763,  1897247,     370359,      7564
 26764,  1897317,     370347,      7587
 26765,  1897586,     370427,      5739
 26766,  1898306,     370628,      2532
 26767,  1897834,     370484,      2529
 26768,  1897536,     370389,      2534
 26769,  1897879,     370475,      2540
 26770,  1897476,     370375,      2545
 26771,  1898321,     370603,      2528
 26772,  1898062,     370529,      2538
 26773,  1898243,     370550,      2542
 26774,  1897890,     370452,      2537
 26775,  1898069,     370505,      2537
 26776,  1898406,     370603,      2533
 26777,  1898427,     370613,      2553
 26778,  1898952,     370724,      2541
 26779,  1898773,     370669,      2534
 26780,  1898930,     370722,      2532
 26781,  1899293,     370804,      2535
 26782,  1899098,     370735,      2537
 26783,  1898722,     370622,      2534
 26784,  1899181,     370744,      2533
 26785,  1899244,     370767,      2541
 26786,  1899239,     370739,      2551
 26787,  1899592,     370838,      2539
 26788,  1898939,     370685,      2531
 26789,  1899416,     370772,      2552
 26790,  1899453,     370768,      2529
 26791,  1899436,     370762,      2543
 26792,  1899790,     370859,      2534
 26793,  1899868,     370872,      2539
 26794,  1900325,     370971,      2535
 26795,  1900309,     370959,      2543
 26796,  1899982,     370884,      2595
 26797,  1900217,     370940,      2539
 26798,  1899701,     370819,      2544
 26799,  1900485,     371012,      2548
 26800,  1900229,     370935,      2550
 26801,  1900433,     370960,      2554
 26802,  1900807,     371089,      2543
 26803,  1900826,     371077,      2540
 26804,  1900988,     371112,      5183
 26805,  1901008,     371097,      7771
 26806,  1900548,     370984,      7600
 26807,  1900965,     371096,      4622
 26808,  1901115,     371113,      2540
 26809,  1900989,     371096,      2542
 26810,  1901184,     371173,      2542
 26811,  1901160,     371108,      2539
 26812,  1901161,     371116,      2541
 26813,  1901197,     371153,      2531
 26814,  1901066,     371081,      2554
 26815,  1901478,     371191,      2538
 26816,  1901934,     371306,      2536
 26817,  1901732,     371215,      2540
 26818,  1901552,     371184,      2551
 26819,  1902077,     371338,      2546
 26820,  1902180,     371335,      2538
 26821,  1902133,     371307,      2533
 26822,  1902005,     371271,      2574
 26823,  1902119,     371320,      2541
 26824,  1902217,     371353,      2532
 26825,  1902501,     371381,      2536
 26826,  1902643,     371421,      2540
 26827,  1902300,     371319,      2536
 26828,  1902578,     371389,      2541
 26829,  1902749,     371442,      2533
 26830,  1903177,     371546,      2567
 26831,  1902684,     371387,      2546
 26832,  1902539,     371376,      2546
 26833,  1902878,     371489,      2535
 26834,  1903337,     371565,      2548
 26835,  1902851,     371434,      2541
 26836,  1903403,     371585,      2537
 26837,  1903321,     371573,      2540
 26838,  1903329,     371572,      2560
 26839,  1903507,     371559,      2547
 26840,  1903530,     371608,      2553
 26841,  1903340,     371539,      2531
 26842,  1903653,     371618,      2550
 26843,  1903475,     371546,      2547
 26844,  1903536,     371589,      2545
 26845,  1903860,     371671,      2573
 26846,  1904494,     371821,      2549
 26847,  1904124,     371701,      2544
 26848,  1904462,     371786,      2543
 26849,  1904557,     371822,      2538
 26850,  1904332,     371772,      2559
 26851,  1904163,     371716,      2549
 26852,  1904791,     371851,      2543
 26853,  1904825,     371860,      2547
 26854,  1904665,     371813,      2555
 26855,  1904513,     371806,      2542
 26856,  1904703,     371818,      2553
 26857,  1904646,     371791,      2556
 26858,  1904562,     371781,      2542
 26859,  1905409,     371974,      2541
 26860,  1904913,     371828,      2546
 26861,  1905123,     371887,      3576
 26862,  1905355,     371927,      3142
 26863,  1905524,     371980,      2538
 26864,  1905570,     371991,      2554
 26865,  1905431,     371965,      2544
 26866,  1906052,     372105,      2545
 26867,  1905380,     371963,      2541
 26868,  1905779,     372030,      2933
 26869,  1905883,     372053,      3736
 26870,  1906244,     372154,      2553
 26871,  1905950,     372099,      2541
 26872,  1905602,     371975,      2570
 26873,  1905897,     372061,      2542
 26874,  1905521,     371960,      2544
 26875,  1905611,     371961,      2537
 26876,  1906657,     372209,      2541
 26877,  1906611,     372178,      2542
 26878,  1906140,     372116,      2544
 26879,  1906529,     372168,      2540
 26880,  1906680,     372195,      2546
 26881,  1906499,     372179,      2577
 26882,  1906664,     372223,      2536
 26883,  1907102,     372302,      2545
 26884,  1906878,     372215,      4045
 26885,  1907173,     372335,      2545
 26886,  1907444,     372368,      2544
 26887,  1907277,     372329,      2549
 26888,  1907513,     372387,      2542
 26889,  1907378,     372350,      2546
 26890,  1907190,     372300,      2545
 26891,  1907356,     372340,      2618
 26892,  1907372,     372322,      2560
 26893,  1907840,     372436,      2553
 26894,  1908530,     372618,      2550
 26895,  1908138,     372498,      2587
 26896,  1908186,     372509,      2551
 26897,  1907618,     372373,      2544
 26898,  1908098,     372490,      2549
 26899,  1908479,     372574,      3975
 26900,  1907869,     372403,      2581
 26901,  1908271,     372511,      2551
 26902,  1908412,     372549,      2562
 26903,  1908364,     372544,      2550
 26904,  1908066,     372462,      2541
 26905,  1909021,     372680,      2555
 26906,  1908751,     372601,      2547
 26907,  1908880,     372646,      2570
 26908,  1908816,     372612,      2555
 26909,  1909009,     372673,      2545
 26910,  1909265,     372751,      2553
 26911,  1909072,     372681,      2551
 26912,  1909959,     372911,      2550
 26913,  1909571,     372771,      2552
 26914,  1909334,     372711,      2581
 26915,  1909099,     372667,      2562
 26916,  1909336,     372727,      2551
 26917,  1909529,     372786,      2920
 26918,  1909790,     372854,      2545
 26919,  1909641,     372762,      2553
 26920,  1909993,     372875,      3039
 26921,  1910105,     372898,      4553
 26922,  1910357,     372929,      2618
 26923,  1910119,     372896,      2558
 26924,  1910471,     372974,      3857
 26925,  1910594,     372995,      4060
 26926,  1910578,     372978,      2558
 26927,  1910499,     372959,      2557
 26928,  1910841,     373041,      2587
 26929,  1910442,     372946,      3727
 26930,  1910607,     372953,      2934
 26931,  1910945,     373053,      2556
 26932,  1911118,     373127,      2593
 26933,  1911024,     373062,      2553
 26934,  1910973,     373072,      2559
 26935,  1911038,     373058,      4397
 26936,  1911038,     373063,      2550
 26937,  1911601,     373170,      2546
 26938,  1911244,     373099,      4628
 26939,  1910442,     372911,      2645
 26940,  1911601,     373183,      4479
 26941,  1911459,     373137,      2553
 26942,  1911412,     373137,      2572
 26943,  1911671,     373178,      2554
 26944,  1912255,     373334,      2556
 26945,  1911892,     373242,      2616
 26946,  1912317,     373331,      2554
 26947,  1912344,     373331,      2557
 26948,  1912678,     373427,      2565
 26949,  1912543,     373387,      2559
 26950,  1912382,     373350,      2559
 26951,  1912478,     373363,      2560
 26952,  1912031,     373252,      3530
 26953,  1912957,     373468,      2552
 26954,  1912292,     373303,      2554
 26955,  1912854,     373429,      2553
 26956,  1912577,     373346,      2550
 26957,  1912597,     373349,      2570
 26958,  1912813,     373424,      2547
 26959,  1913292,     373531,      2559
 26960,  1912985,     373437,      2554
 26961,  1913178,     373463,      2553
 26962,  1913540,     373555,      2552
 26963,  1913173,     373491,      2585
 26964,  1913381,     373554,      2558
 26965,  1913306,     373495,      2552
 26966,  1912929,     373387,      2551
 26967,  1913394,     373525,      2556
 26968,  1913144,     373480,      2550
 26969,  1913809,     373649,      2561
 26970,  1913397,     373492,      2546
 26971,  1914019,     373627,      2556
 26972,  1913802,     373594,      2556
 26973,  1914043,     373638,      2552
 26974,  1914339,     373711,      2552
 26975,  1914160,     373673,      2559
 26976,  1913939,     373609,      2558
 26977,  1914710,     373801,      2593
 26978,  1914050,     373632,      2552
 26979,  1914413,     373728,      2556
 26980,  1914993,     373840,      2553
 26981,  1914498,     373736,      2552
 26982,  1914877,     373817,      2554
 26983,  1914340,     373654,      2554
 26984,  1914344,     373690,      2578
 26985,  1915003,     373852,      2543
 26986,  1914822,     373793,      2547
 26987,  1914979,     373836,      2552
 26988,  1914757,     373789,      2555
 26989,  1915466,     373915,      2567
 26990,  1915613,     373963,      2575
 26991,  1915379,     373912,      2568
 26992,  1915771,     373998,      2571
 26993,  1916257,     374138,      2580
 26994,  1915276,     373846,      2580
 26995,  1915661,     373955,      2574
 26996,  1915159,     373830,      2591
 26997,  1915580,     373928,      2572
 26998,  1916131,     374091,      2573
 26999,  1915459,     373882,      2571
 27000,  1916062,     374035,      2577
 27001,  1915952,     374040,      2573
 27002,  1916539,     374191,      2579
 27003,  1916223,     374058,      2581
 27004,  1917096,     374291,      2574
 27005,  1916162,     374034,      2572
