     n, heap_cmp, heap_swaps, heap_time
     0,        6,          0,        19
     1,       10,          1,        21
     2,       22,          3,         0
     3,       31,          5,         0
     4,       43,          6,         0
     5,       61,         10,         0
     6,       86,         15,         0
     7,       94,         16,         0
     8,      120,         21,         0
     9,      143,         26,         0
    10,      157,         27,         0
    11,      177,         31,         0
    12,      206,         37,         1
    13,      232,         42,         1
    14,      256,         46,         1
    15,      278,         51,         1
    16,      306,         56,         1
    17,      327,         60,         1
    18,      360,         66,         1
    19,      376,         69,         1
    20,      407,         75,         1
    21,      421,         76,         1
    22,      458,         84,         1
    23,      490,         91,         1
    24,      515,         95,         2
    25,      556,        104,         2
    26,      585,        109,         2
    27,      621,        117,         2
    28,      640,        120,         2
    29,      657,        123,         2
    30,      701,        132,         2
    31,      729,        138,         6
    32,      737,        137,         2
    33,      784,        147,         2
    34,      806,        150,         5
    35,      836,        156,         3
    36,      858,        159,         3
    37,      864,        161,         2
    38,      899,        167,         3
    39,      927,        173,         3
    40,      963,        181,         3
    41,      999,        187,         5
    42,     1024,        191,         3
    43,     1078,        204,         3
    44,     1105,        208,         3
    45,     1145,        216,         3
    46,     1157,        215,         3
    47,     1206,        226,         4
    48,     1259,        237,         4
    49,     1279,        239,         4
    50,     1323,        249,         5
    51,     1364,        257,         5
    52,     1379,        258,         5
    53,     1405,        263,         4
    54,     1444,        271,         7
    55,     1504,        284,         6
    56,     1522,        285,         5
    57,     1564,        294,         5
    58,     1597,        300,         4
    59,     1618,        305,         4
    60,     1658,        312,         4
    61,     1691,        319,         8
    62,     1730,        326,        10
    63,     1766,        333,         5
    64,     1808,        341,         4
    65,     1842,        348,         4
    66,     1860,        350,       505
    67,     1890,        357,         7
    68,     1928,        363,         6
    69,     1962,        371,         7
    70,     2001,        378,         6
    71,     2008,        378,         5
    72,     2030,        380,         5
    73,     2107,        398,         7
    74,     2126,        399,         7
    75,     2167,        408,         5
    76,     2205,        415,         6
    77,     2239,        423,        52
    78,     2261,        426,         8
    79,     2309,        436,         8
    80,     2352,        444,         7
    81,     2393,        453,         7
    82,     2434,        459,         6
    83,     2492,        473,         6
    84,     2516,        477,         6
    85,     2567,        488,         6
    86,     2558,        482,         7
    87,     2600,        493,         7
    88,     2655,        505,         7
    89,     2650,        500,         7
    90,     2678,        506,         7
    91,     2761,        525,         7
    92,     2799,        531,         7
    93,     2840,        538,         7
    94,     2857,        540,        13
    95,     2896,        549,        10
    96,     2945,        559,         9
    97,     2974,        563,         8
    98,     3057,        583,         8
    99,     3080,        585,         8
   100,     3115,        590,         7
   101,     3148,        595,        11
   102,     3199,        608,        10
   103,     3276,        624,         8
   104,     3309,        630,         9
   105,     3322,        630,         9
   106,     3377,        644,        10
   107,     3398,        645,         8
   108,     3435,        654,         9
   109,     3456,        655,         9
   110,     3502,        666,        12
   111,     3551,        677,        10
   112,     3584,        682,        10
   113,     3632,        693,         9
   114,     3645,        693,         9
   115,     3706,        706,         9
   116,     3741,        712,         9
   117,     3777,        718,        12
   118,     3797,        721,        11
   119,     3838,        730,        10
   120,     3878,        737,        25
   121,     3936,        750,        12
   122,     3931,        745,        11
   123,     3978,        755,        10
   124,     4007,        759,        10
   125,     4065,        773,        15
   126,     4064,        771,        13
   127,     4108,        779,        10
   128,     4187,        795,        11
   129,     4203,        798,        11
   130,     4228,        801,        16
   131,     4292,        815,        13
   132,     4317,        817,        12
   133,     4358,        826,        12
   134,     4402,        836,        11
   135,     4441,        843,        11
   136,     4453,        841,        11
   137,     4540,        863,        11
   138,     4531,        857,        12
   139,     4572,        866,        12
   140,     4679,        889,        12
   141,     4714,        897,        17
   142,     4717,        894,        13
   143,     4743,        899,        13
   144,     4820,        915,        12
   145,     4881,        929,        12
   146,     4901,        931,        13
   147,     4920,        936,        13
   148,     4971,        943,        13
   149,     5034,        960,        16
   150,     5056,        960,        85
   151,     5106,        972,        15
   152,     5147,        978,        15
   153,     5185,        984,        14
   154,     5255,        999,        13
   155,     5236,        994,        13
   156,     5260,        998,        13
   157,     5351,       1018,        16
   158,     5420,       1032,        15
   159,     5449,       1038,        14
   160,     5457,       1039,        14
   161,     5463,       1036,        13
   162,     5553,       1057,        13
   163,     5580,       1061,        14
   164,     5617,       1068,        13
   165,     5634,       1070,        15
   166,     5656,       1072,        14
   167,     5736,       1089,        15
   168,     5794,       1103,        14
   169,     5822,       1109,       647
   170,     5868,       1116,        15
   171,     5923,       1128,        15
   172,     5945,       1132,        14
   173,     5971,       1135,        22
   174,     6018,       1144,        36
   175,     6072,       1155,        21
   176,     6122,       1166,        21
   177,     6176,       1177,        23
   178,     6223,       1186,        21
   179,     6227,       1186,        20
   180,     6297,       1201,        22
   181,     6369,       1216,        24
   182,     6420,       1226,        21
   183,     6417,       1224,        21
   184,     6462,       1230,        20
   185,     6487,       1235,        21
   186,     6575,       1253,        20
   187,     6578,       1253,        22
   188,     6632,       1263,        24
   189,     6701,       1280,        24
   190,     6717,       1281,        30
   191,     6750,       1288,        24
   192,     6793,       1295,        20
   193,     6856,       1309,        21
   194,     6867,       1307,        21
   195,     6898,       1312,        23
   196,     7041,       1346,        39
   197,     7059,       1348,        25
   198,     7086,       1354,        22
   199,     7125,       1361,        24
   200,     7182,       1374,        25
   201,     7272,       1393,        28
   202,     7288,       1393,        22
   203,     7330,       1402,        25
   204,     7406,       1418,        26
   205,     7404,       1414,        28
   206,     7464,       1425,        26
   207,     7435,       1419,        22
   208,     7534,       1440,        17
   209,     7549,       1440,        16
   210,     7640,       1461,        16
   211,     7685,       1472,        16
   212,     7743,       1483,        16
   213,     7779,       1489,        17
   214,     7806,       1494,        19
   215,     7874,       1509,        19
   216,     7884,       1507,        18
   217,     7885,       1506,        17
   218,     7938,       1514,        17
   219,     7979,       1523,        16
   220,     8067,       1542,        17
   221,     8125,       1554,        21
   222,     8147,       1557,        19
   223,     8229,       1575,        18
   224,     8241,       1577,        17
   225,     8301,       1591,        14
   226,     8311,       1588,        17
   227,     8400,       1609,        17
   228,     8387,       1600,        17
   229,     8448,       1616,        20
   230,     8485,       1622,        19
   231,     8557,       1636,        18
   232,     8612,       1648,        18
   233,     8635,       1652,        18
   234,     8632,       1650,        18
   235,     8741,       1674,        18
   236,     8762,       1678,        19
   237,     8826,       1693,        20
   238,     8853,       1692,        19
   239,     8856,       1692,        18
   240,     8923,       1708,        19
   241,     8989,       1721,        20
   242,     9054,       1733,        20
   243,     9063,       1736,        18
   244,     9110,       1743,        47
   245,     9144,       1753,        24
   246,     9168,       1754,        22
   247,     9257,       1774,        22
   248,     9283,       1778,        22
   249,     9277,       1775,        22
   250,     9344,       1787,        22
   251,     9404,       1800,        22
   252,     9411,       1798,        21
   253,     9510,       1823,        23
   254,     9534,       1823,        24
   255,     9554,       1824,        22
   256,     9645,       1846,        23
   257,     9660,       1850,        23
   258,     9690,       1851,        20
   259,     9724,       1859,        21
   260,     9805,       1875,        22
   261,     9880,       1891,        32
   262,     9896,       1892,        24
   263,     9971,       1911,        24
   264,     9971,       1907,        23
   265,    10005,       1913,        22
   266,    10044,       1919,        22
   267,    10141,       1941,        21
   268,    10214,       1959,        20
   269,    10238,       1963,        24
   270,    10282,       1969,        23
   271,    10349,       1984,        23
   272,    10364,       1989,        21
   273,    10399,       1993,        22
   274,    10442,       1999,        22
   275,    10479,       2005,        22
   276,    10551,       2024,        21
   277,    10587,       2029,        24
   278,    10614,       2030,        23
   279,    10606,       2029,        22
   280,    10675,       2042,        23
   281,    10768,       2064,        23
   282,    10809,       2072,        22
   283,    10846,       2077,        22
   284,    10886,       2085,        23
   285,    10916,       2092,        27
   286,    10982,       2103,        28
   287,    11014,       2111,        26
   288,    11053,       2115,        25
   289,    11075,       2119,        24
   290,    11123,       2128,        24
   291,    11194,       2144,        24
   292,    11204,       2143,        24
   293,    11293,       2165,        26
   294,    11275,       2158,        25
   295,    11353,       2174,        23
   296,    11420,       2191,        25
   297,    11437,       2187,        24
   298,    11475,       2192,        25
   299,    11542,       2213,        24
   300,    11641,       2233,        24
   301,    11659,       2235,        27
   302,    11707,       2244,        27
   303,    11711,       2244,        29
   304,    11801,       2263,        26
   305,    11811,       2258,        25
   306,    11877,       2278,        25
   307,    11896,       2279,        25
   308,    11976,       2295,        27
   309,    11981,       2293,        27
   310,    12051,       2307,        26
   311,    12086,       2313,        26
   312,    12111,       2316,        27
   313,    12150,       2324,        23
   314,    12248,       2349,        26
   315,    12275,       2348,        26
   316,    12324,       2360,        26
   317,    12332,       2359,        26
   318,    12435,       2385,        26
   319,    12475,       2390,        26
   320,    12516,       2399,        26
   321,    12561,       2407,        27
   322,    12635,       2421,        26
   323,    12629,       2419,        27
   324,    12672,       2426,        27
   325,    12754,       2441,        27
   326,    12789,       2447,        26
   327,    12811,       2454,        26
   328,    12863,       2465,        30
   329,    12874,       2463,        28
   330,    12964,       2485,        27
   331,    12982,       2485,        27
   332,    13043,       2496,        27
   333,    13090,       2508,        26
   334,    13146,       2520,        25
   335,    13202,       2530,        33
   336,    13263,       2542,        30
   337,    13287,       2544,        32
   338,    13387,       2568,        29
   339,    13423,       2571,        30
   340,    13520,       2595,        30
   341,    13446,       2571,        29
   342,    13567,       2603,        28
   343,    13612,       2610,        29
   344,    13620,       2611,        29
   345,    13712,       2629,        29
   346,    13711,       2625,        29
   347,    13813,       2648,        29
   348,    13855,       2657,        27
   349,    13814,       2647,        29
   350,    13929,       2673,        27
   351,    13980,       2682,        29
   352,    14064,       2699,        30
   353,    14103,       2709,        30
   354,    14106,       2703,        30
   355,    14174,       2719,        29
   356,    14176,       2716,        30
   357,    14279,       2738,        30
   358,    14376,       2762,        29
   359,    14385,       2761,        30
   360,    14412,       2765,        30
   361,    14518,       2791,        34
   362,    14511,       2784,        35
   363,    14561,       2794,        30
   364,    14595,       2798,        30
   365,    14628,       2805,        29
   366,    14680,       2816,        30
   367,    14714,       2819,        30
   368,    14784,       2834,        32
   369,    14820,       2842,        32
   370,    14889,       2856,        32
   371,    14854,       2845,        31
   372,    14964,       2867,        32
   373,    14985,       2873,        31
   374,    15051,       2888,        31
   375,    15104,       2899,        31
   376,    15133,       2899,        32
   377,    15223,       2922,        31
   378,    15268,       2929,        32
   379,    15253,       2923,        31
   380,    15276,       2927,        31
   381,    15367,       2948,        32
   382,    15415,       2956,        31
   383,    15450,       2965,        30
   384,    15480,       2965,        32
   385,    15584,       2988,        32
   386,    15651,       3005,        33
   387,    15717,       3018,        33
   388,    15720,       3016,        33
   389,    15755,       3020,        33
   390,    15910,       3061,        33
   391,    15889,       3052,        33
   392,    15880,       3048,        33
   393,    15989,       3073,        33
   394,    16105,       3096,        33
   395,    16081,       3089,        33
   396,    16125,       3095,        34
   397,    16185,       3107,        34
   398,    16215,       3112,        34
   399,    16224,       3115,        34
   400,    16273,       3124,        33
   401,    16307,       3125,        35
   402,    16380,       3144,        34
   403,    16533,       3181,        77
   404,    16512,       3167,        37
   405,    16546,       3177,        35
   406,    16691,       3208,        35
   407,    16641,       3195,        36
   408,    16741,       3218,        35
   409,    16834,       3236,        36
   410,    16840,       3233,        35
   411,    16915,       3250,        35
   412,    16915,       3250,        34
   413,    16969,       3259,        34
   414,    17028,       3274,        35
   415,    17058,       3277,        36
   416,    17091,       3280,        36
   417,    17140,       3291,        34
   418,    17197,       3301,        37
   419,    17200,       3299,        39
   420,    17280,       3319,        39
   421,    17406,       3347,        38
   422,    17380,       3337,        37
   423,    17506,       3366,        36
   424,    17537,       3369,        36
   425,    17598,       3383,        37
   426,    17594,       3378,        35
   427,    17677,       3399,        37
   428,    17721,       3403,        37
   429,    17821,       3431,        37
   430,    17856,       3434,        36
   431,    17865,       3432,        37
   432,    17908,       3438,        37
   433,    17988,       3459,        35
   434,    17957,       3449,        37
   435,    18067,       3474,        37
   436,    18065,       3469,        37
   437,    18099,       3479,        37
   438,    18140,       3485,        37
   439,    18196,       3494,        38
   440,    18256,       3507,        38
   441,    18320,       3521,        38
   442,    18318,       3516,        41
   443,    18403,       3534,        38
   444,    18471,       3550,        38
   445,    18497,       3551,        38
   446,    18544,       3562,        38
   447,    18618,       3582,        38
   448,    18625,       3577,        38
   449,    18725,       3603,        39
   450,    18776,       3610,        39
   451,    18871,       3629,        40
   452,    18898,       3637,        41
   453,    18901,       3634,        40
   454,    18956,       3643,        40
   455,    19039,       3662,        40
   456,    19048,       3661,        40
   457,    19092,       3671,        40
   458,    19190,       3691,        40
   459,    19190,       3689,        41
   460,    19265,       3707,        41
   461,    19289,       3708,        41
   462,    19301,       3707,        40
   463,    19307,       3709,        41
   464,    19363,       3715,        41
   465,    19464,       3739,        41
   466,    19530,       3754,        41
   467,    19540,       3751,        42
   468,    19625,       3769,        43
   469,    19637,       3774,        42
   470,    19691,       3781,        42
   471,    19753,       3797,        42
   472,    19752,       3793,        43
   473,    19841,       3815,        43
   474,    19830,       3806,        43
   475,    19860,       3814,        43
   476,    19963,       3836,        43
   477,    20014,       3846,        45
   478,    19969,       3830,        43
   479,    20088,       3860,        43
   480,    20185,       3879,        44
   481,    20176,       3874,        43
   482,    20245,       3891,        38
   483,    20322,       3909,        42
   484,    20298,       3896,        43
   485,    20381,       3920,        44
   486,    20426,       3925,        45
   487,    20380,       3913,        44
   488,    20570,       3953,        44
   489,    20622,       3965,        44
   490,    20713,       3985,        45
   491,    20688,       3971,        45
   492,    20730,       3979,        45
   493,    20791,       3992,        45
   494,    20880,       4013,        45
   495,    20843,       4003,        45
   496,    20918,       4021,        45
   497,    20947,       4026,        45
   498,    21035,       4041,        46
   499,    21079,       4050,        46
   500,    21139,       4067,        45
   501,    21179,       4073,        50
   502,    21193,       4070,        49
   503,    21257,       4087,        47
   504,    21266,       4087,        45
   505,    21322,       4094,        48
   506,    21381,       4102,        47
   507,    21461,       4124,        47
   508,    21552,       4145,        47
   509,    21535,       4139,        47
   510,    21599,       4148,        99
   511,    21670,       4168,        47
   512,    21727,       4175,        47
   513,    21732,       4172,        47
   514,    21796,       4187,        47
   515,    21862,       4205,        48
   516,    21852,       4196,        48
   517,    21978,       4226,        47
   518,    22029,       4234,        45
   519,    22027,       4234,        48
   520,    22103,       4247,        48
   521,    22185,       4267,        47
   522,    22219,       4270,        44
   523,    22297,       4288,        48
   524,    22321,       4287,        47
   525,    22454,       4321,        48
   526,    22465,       4325,        48
   527,    22471,       4321,        49
   528,    22559,       4338,        49
   529,    22580,       4338,        50
   530,    22588,       4339,        50
   531,    22695,       4367,        49
   532,    22795,       4382,        49
   533,    22762,       4374,        49
   534,    22820,       4386,        50
   535,    22922,       4410,        51
   536,    22837,       4383,        50
   537,    22972,       4420,        51
   538,    22993,       4420,        50
   539,    23034,       4423,        53
   540,    23169,       4458,        52
   541,    23139,       4445,        51
   542,    23155,       4447,       108
   543,    23331,       4489,        52
   544,    23389,       4502,        51
   545,    23324,       4478,        51
   546,    23379,       4493,        51
   547,    23467,       4509,        51
   548,    23573,       4535,        50
   549,    23563,       4533,        51
   550,    23657,       4550,        52
   551,    23630,       4542,        51
   552,    23698,       4552,        51
   553,    23703,       4549,        52
   554,    23792,       4570,        52
   555,    23923,       4598,        52
   556,    23912,       4596,        52
   557,    23937,       4605,        52
   558,    24012,       4617,        52
   559,    24095,       4632,        53
   560,    24118,       4634,        52
   561,    24147,       4644,        53
   562,    24192,       4649,        52
   563,    24331,       4680,        53
   564,    24336,       4677,        53
   565,    24410,       4695,        53
   566,    24432,       4698,        53
   567,    24481,       4705,        54
   568,    24575,       4723,        54
   569,    24510,       4707,        54
   570,    24617,       4733,        54
   571,    24669,       4742,        97
   572,    24738,       4757,        54
   573,    24755,       4760,        54
   574,    24830,       4774,        54
   575,    24871,       4783,        54
   576,    24880,       4776,        54
   577,    25036,       4817,        54
   578,    25057,       4822,        55
   579,    25112,       4831,        55
   580,    25137,       4830,        55
   581,    25188,       4842,        55
   582,    25256,       4860,        53
   583,    25301,       4863,        55
   584,    25366,       4875,        56
   585,    25370,       4880,        55
   586,    25486,       4906,        55
   587,    25474,       4898,        56
   588,    25585,       4922,        56
   589,    25634,       4932,        56
   590,    25732,       4959,        55
   591,    25732,       4949,        56
   592,    25754,       4952,        53
   593,    25804,       4963,        80
   594,    25924,       4985,        62
   595,    25988,       5001,        55
   596,    26001,       5001,        56
   597,    25965,       4987,        56
   598,    26117,       5024,        56
   599,    26109,       5019,        56
   600,    26181,       5039,        60
   601,    26237,       5048,        55
   602,    26348,       5074,        55
   603,    26342,       5072,        56
   604,    26323,       5059,        55
   605,    26449,       5092,        56
   606,    26479,       5096,        55
   607,    26556,       5111,        56
   608,    26659,       5132,        55
   609,    26603,       5118,        56
   610,    26613,       5118,        56
   611,    26827,       5168,        57
   612,    26870,       5177,        57
   613,    26854,       5172,        56
   614,    26872,       5172,        57
   615,    26942,       5185,        57
   616,    26962,       5192,        55
   617,    27000,       5195,        58
   618,    27102,       5222,        58
   619,    27147,       5222,        58
   620,    27220,       5240,        58
   621,    27261,       5249,        58
   622,    27287,       5254,        57
   623,    27316,       5254,        57
   624,    27417,       5279,        56
   625,    27482,       5292,        58
   626,    27476,       5284,        62
   627,    27526,       5302,        63
   628,    27585,       5308,        66
   629,    27593,       5309,        58
   630,    27644,       5317,        58
   631,    27729,       5336,        58
   632,    27845,       5366,        57
   633,    27880,       5368,        59
   634,    27935,       5379,        58
   635,    27941,       5379,        59
   636,    28040,       5401,        59
   637,    28091,       5415,        59
   638,    28106,       5411,        60
   639,    28202,       5435,        59
   640,    28290,       5449,        60
   641,    28226,       5430,        59
   642,    28387,       5469,        59
   643,    28383,       5467,        59
   644,    28446,       5484,        59
   645,    28505,       5490,        61
   646,    28463,       5475,        59
   647,    28566,       5496,        60
   648,    28616,       5507,        61
   649,    28656,       5517,        60
   650,    28744,       5538,        60
   651,    28816,       5555,        61
   652,    28777,       5540,        60
   653,    28811,       5544,        61
   654,    28919,       5571,        61
   655,    28984,       5585,        61
   656,    28992,       5581,        61
   657,    29072,       5596,        60
   658,    29139,       5613,        62
   659,    29245,       5638,        62
   660,    29222,       5628,        61
   661,    29338,       5654,        62
   662,    29351,       5652,        62
   663,    29331,       5649,        62
   664,    29377,       5653,        61
   665,    29462,       5672,        62
   666,    29470,       5670,        62
   667,    29595,       5703,        62
   668,    29622,       5701,        63
   669,    29697,       5717,        59
   670,    29802,       5742,        63
   671,    29736,       5722,        63
   672,    29833,       5744,        64
   673,    29919,       5764,        63
   674,    29951,       5768,        63
   675,    29988,       5774,        63
   676,    30015,       5782,        63
   677,    30192,       5821,        63
   678,    30174,       5812,        63
   679,    30223,       5822,        64
   680,    30277,       5831,        63
   681,    30275,       5826,        64
   682,    30334,       5844,        64
   683,    30480,       5872,        63
   684,    30515,       5878,        64
   685,    30476,       5868,        64
   686,    30532,       5878,        64
   687,    30638,       5903,        63
   688,    30752,       5929,        66
   689,    30747,       5921,        66
   690,    30741,       5920,        64
   691,    30872,       5954,        66
   692,    30856,       5941,        65
   693,    30940,       5959,        65
   694,    30972,       5963,        65
   695,    31004,       5970,        66
   696,    31072,       5984,        66
   697,    31154,       6002,        66
   698,    31243,       6017,        65
   699,    31251,       6021,        66
   700,    31350,       6043,        65
   701,    31364,       6043,        65
   702,    31440,       6056,        69
   703,    31568,       6087,        67
   704,    31566,       6084,        68
   705,    31516,       6066,        66
   706,    31617,       6092,        67
   707,    31714,       6116,        66
   708,    31737,       6112,        67
   709,    31807,       6133,        67
   710,    31908,       6150,        68
   711,    31855,       6140,        66
   712,    31937,       6152,        67
   713,    31921,       6144,        67
   714,    32142,       6198,        67
   715,    32084,       6177,        67
   716,    32124,       6187,        67
   717,    32157,       6194,        67
   718,    32266,       6216,        68
   719,    32226,       6203,        68
   720,    32374,       6237,        68
   721,    32386,       6239,        68
   722,    32421,       6245,        67
   723,    32412,       6240,        68
   724,    32594,       6282,        68
   725,    32615,       6282,        69
   726,    32677,       6297,        68
   727,    32615,       6279,        69
   728,    32806,       6324,        70
   729,    32813,       6327,        66
   730,    32825,       6326,        69
   731,    32902,       6338,        69
   732,    32941,       6350,        69
   733,    33074,       6378,        69
   734,    33035,       6361,        70
   735,    33063,       6370,        70
   736,    33190,       6395,        70
   737,    33262,       6410,        70
   738,    33335,       6426,        70
   739,    33386,       6432,        71
   740,    33420,       6444,        70
   741,    33482,       6454,        69
   742,    33510,       6457,        71
   743,    33542,       6462,        70
   744,    33623,       6481,        71
   745,    33668,       6485,        71
   746,    33689,       6489,        71
   747,    33709,       6491,        71
   748,    33753,       6496,        70
   749,    33883,       6530,        72
   750,    33957,       6547,        72
   751,    34070,       6570,        71
   752,    34056,       6562,        72
   753,    34015,       6549,        72
   754,    34173,       6584,        72
   755,    34188,       6587,        72
   756,    34208,       6591,        72
   757,    34272,       6601,        72
   758,    34367,       6623,        73
   759,    34363,       6621,        74
   760,    34377,       6622,        74
   761,    34459,       6642,        73
   762,    34508,       6646,        75
   763,    34615,       6671,        73
   764,    34619,       6671,        88
   765,    34708,       6692,        74
   766,    34750,       6696,        74
   767,    34805,       6705,        74
   768,    34819,       6699,        74
   769,    34886,       6716,        74
   770,    34925,       6722,        74
   771,    34991,       6738,        73
   772,    35077,       6756,        75
   773,    35159,       6778,        75
   774,    35156,       6771,        75
   775,    35192,       6778,        75
   776,    35342,       6808,        75
   777,    35269,       6791,        75
   778,    35361,       6812,        75
   779,    35432,       6827,        75
   780,    35474,       6834,        73
   781,    35489,       6836,        75
   782,    35629,       6868,        76
   783,    35669,       6874,        75
   784,    35672,       6873,        77
   785,    35802,       6904,        76
   786,    35853,       6909,        76
   787,    35904,       6920,        76
   788,    35883,       6914,        77
   789,    36026,       6947,        76
   790,    36047,       6949,        77
   791,    36000,       6934,        76
   792,    36119,       6962,        76
   793,    36199,       6977,        77
   794,    36186,       6972,        77
   795,    36343,       7009,        77
   796,    36310,       6996,        77
   797,    36446,       7029,        77
   798,    36439,       7025,        77
   799,    36488,       7037,        79
   800,    36520,       7037,        78
   801,    36666,       7076,        78
   802,    36719,       7081,        77
   803,    36801,       7097,        77
   804,    36831,       7099,        78
   805,    36815,       7098,        78
   806,    36892,       7115,        78
   807,    36891,       7106,        79
   808,    36933,       7109,        80
   809,    37081,       7148,        79
   810,    37098,       7147,        79
   811,    37197,       7173,        76
   812,    37212,       7169,        79
   813,    37207,       7167,        79
   814,    37351,       7205,        80
   815,    37378,       7203,        80
   816,    37436,       7218,        79
   817,    37400,       7210,        79
   818,    37444,       7212,        79
   819,    37640,       7261,        80
   820,    37679,       7267,        80
   821,    37741,       7271,        80
   822,    37754,       7277,        80
   823,    37748,       7278,        80
   824,    37892,       7307,        81
   825,    37841,       7285,        80
   826,    37947,       7312,        81
   827,    37978,       7313,        80
   828,    38014,       7316,        79
   829,    38117,       7347,        81
   830,    38168,       7356,        81
   831,    38256,       7375,        80
   832,    38311,       7386,        82
   833,    38300,       7374,        81
   834,    38441,       7412,        81
   835,    38505,       7422,        81
   836,    38502,       7421,        81
   837,    38461,       7409,        81
   838,    38608,       7437,        81
   839,    38718,       7468,        81
   840,    38723,       7464,        82
   841,    38848,       7489,        81
   842,    38883,       7499,        82
   843,    38897,       7496,        82
   844,    39041,       7527,        83
   845,    39050,       7531,        83
   846,    39083,       7535,        83
   847,    39114,       7537,        82
   848,    39166,       7548,        82
   849,    39245,       7566,        83
   850,    39295,       7577,        83
   851,    39273,       7569,        83
   852,    39360,       7589,        83
   853,    39336,       7578,        83
   854,    39517,       7623,        83
   855,    39506,       7614,        83
   856,    39583,       7636,        83
   857,    39587,       7629,        84
   858,    39706,       7653,        83
   859,    39773,       7671,        84
   860,    39788,       7669,        84
   861,    39827,       7685,        84
   862,    39845,       7678,        84
   863,    39932,       7696,        85
   864,    39928,       7688,        93
   865,    39917,       7691,        86
   866,    39992,       7706,        97
   867,    40088,       7722,        85
   868,    40190,       7749,        84
   869,    40218,       7746,        85
   870,    40333,       7777,        85
   871,    40308,       7769,        85
   872,    40373,       7779,        85
   873,    40324,       7764,        85
   874,    40470,       7802,        85
   875,    40585,       7829,        85
   876,    40675,       7844,        86
   877,    40678,       7844,        86
   878,    40768,       7861,        86
   879,    40743,       7850,        87
   880,    40799,       7863,        86
   881,    40809,       7868,        86
   882,    40869,       7877,        87
   883,    40898,       7877,        86
   884,    40926,       7882,        86
   885,    41089,       7921,        88
   886,    41168,       7939,        88
   887,    41113,       7927,        87
   888,    41177,       7932,        86
   889,    41219,       7941,        87
   890,    41341,       7968,        87
   891,    41313,       7955,        88
   892,    41476,       7997,        88
   893,    41489,       7995,        88
   894,    41593,       8020,        88
   895,    41645,       8034,        88
   896,    41627,       8020,        88
   897,    41803,       8062,        88
   898,    41767,       8051,        89
   899,    41801,       8055,        89
   900,    41848,       8061,        93
   901,    41959,       8087,       100
   902,    41998,       8101,        98
   903,    42006,       8094,        89
   904,    42098,       8115,        95
   905,    42139,       8128,        90
   906,    42114,       8115,        90
   907,    42245,       8141,        90
   908,    42206,       8129,        89
   909,    42309,       8155,        89
   910,    42323,       8155,        90
   911,    42399,       8171,        91
   912,    42580,       8217,        89
   913,    42580,       8212,        90
   914,    42607,       8215,        90
   915,    42673,       8230,        91
   916,    42674,       8223,        91
   917,    42798,       8252,        90
   918,    42828,       8259,        91
   919,    42878,       8269,        91
   920,    42847,       8255,        91
   921,    43000,       8291,        92
   922,    43029,       8294,        91
   923,    43035,       8292,        91
   924,    43199,       8330,        94
   925,    43162,       8325,        94
   926,    43203,       8323,        95
   927,    43311,       8352,        93
   928,    43418,       8372,        93
   929,    43346,       8349,        93
   930,    43494,       8389,        94
   931,    43454,       8375,        93
   932,    43411,       8363,        93
   933,    43612,       8410,        94
   934,    43642,       8411,        93
   935,    43714,       8429,        94
   936,    43748,       8431,        93
   937,    43776,       8435,        89
   938,    43795,       8441,        94
   939,    43946,       8476,        95
   940,    43999,       8483,        94
   941,    44010,       8486,        95
   942,    43990,       8471,        94
   943,    44137,       8513,        95
   944,    44214,       8523,        95
   945,    44201,       8518,        94
   946,    44345,       8551,        95
   947,    44378,       8555,        95
   948,    44361,       8546,        95
   949,    44383,       8554,        95
   950,    44474,       8576,        95
   951,    44519,       8580,        95
   952,    44582,       8594,        95
   953,    44603,       8596,        96
   954,    44675,       8611,        95
   955,    44745,       8627,        97
   956,    44901,       8663,        95
   957,    44899,       8660,        96
   958,    45052,       8690,        96
   959,    45009,       8678,        96
   960,    45045,       8685,        96
   961,    45077,       8690,        96
   962,    45197,       8716,        97
   963,    45129,       8695,        96
   964,    45207,       8710,        94
   965,    45316,       8739,        97
   966,    45348,       8744,       105
   967,    45463,       8767,       110
   968,    45449,       8759,        98
   969,    45544,       8782,        98
   970,    45564,       8789,        97
   971,    45575,       8784,        98
   972,    45699,       8812,        97
   973,    45772,       8831,        98
   974,    45836,       8844,        98
   975,    45807,       8829,        98
   976,    45890,       8851,        99
   977,    45933,       8855,       100
   978,    45933,       8851,        98
   979,    46091,       8890,        99
   980,    46037,       8871,       100
   981,    46109,       8889,        99
   982,    46163,       8900,        99
   983,    46236,       8911,        99
   984,    46325,       8934,        99
   985,    46351,       8933,        98
   986,    46344,       8935,       101
   987,    46439,       8954,        99
   988,    46577,       8984,       102
   989,    46636,       8998,       100
   990,    46571,       8978,       101
   991,    46704,       9005,       100
   992,    46666,       8993,       100
   993,    46771,       9014,       101
   994,    46800,       9019,       102
   995,    46841,       9033,       101
   996,    46850,       9028,       101
   997,    46783,       9008,       101
   998,    46928,       9044,       101
   999,    47047,       9071,       101
  1000,    47139,       9091,       101
  1001,    47199,       9100,       102
  1002,    47295,       9121,       102
  1003,    47266,       9111,       103
  1004,    47350,       9126,       102
  1005,    47445,       9150,       100
  1006,    47490,       9158,       103
  1007,    47522,       9165,       103
  1008,    47468,       9146,       115
  1009,    47500,       9158,       126
  1010,    47632,       9183,       104
