   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, selection_cmp, selection_swaps, selection_time, heap_cmp, heap_swaps, heap_time
651,2590,320,4,13754,925,22,425101,187,676,30497,5952,49
652,2595,321,4,13800,930,20,426406,188,678,30551,5962,48
653,2598,321,4,13784,928,23,427713,188,682,30602,5973,48
654,2601,321,4,13844,935,20,429022,188,684,30635,5977,48
655,2606,322,4,13885,946,22,430333,189,686,30696,5990,48
656,2609,322,4,13912,948,21,431646,189,687,30770,6006,48
657,2612,322,4,13955,952,22,432961,189,688,30788,6008,48
658,2617,323,4,13945,945,21,434278,190,692,30871,6027,48
659,2620,323,4,13943,942,23,435597,190,694,30927,6037,48
660,2629,326,4,13960,938,21,436918,191,695,31000,6052,48
661,2634,327,4,13911,928,21,438241,192,701,31025,6054,46
662,2637,327,4,13965,935,20,439566,192,701,31076,6066,48
663,2640,327,4,13967,930,21,440893,192,703,31149,6080,48
664,2643,327,4,14017,937,20,442222,192,704,31223,6096,48
665,2646,327,4,14051,941,21,443553,192,713,31247,6098,47
666,2649,327,4,14076,943,20,444886,192,710,31302,6109,48
667,2652,327,4,14197,958,23,446221,192,710,31349,6118,48
668,2657,328,4,14264,969,21,447558,193,716,31402,6129,47
669,2660,328,4,14206,960,22,448897,193,716,31472,6143,49
670,2663,328,4,14222,960,21,450238,193,1111,31529,6155,121
671,2666,328,12,14248,963,57,451581,193,1264,31570,6161,59
672,2671,329,5,14263,959,23,452926,194,722,31633,6173,58
673,2680,332,5,14298,960,23,454273,195,728,31707,6191,55
674,2683,332,5,14347,965,22,455622,195,745,31742,6196,63
675,2686,332,7,14259,948,32,456973,195,738,31805,6209,62
676,2689,332,5,14297,955,29,458326,195,736,31851,6217,58
677,2692,332,5,14370,965,26,459681,195,735,31914,6231,58
678,2695,332,5,14398,968,24,461038,195,733,31959,6237,59
679,2698,332,5,14434,971,25,462397,195,736,32035,6255,58
680,2703,333,5,14440,970,26,463758,196,737,32059,6258,56
681,2706,333,5,14445,967,24,465121,196,745,32102,6266,56
682,2709,333,5,14534,978,23,466486,196,745,32213,6290,57
683,2712,333,5,14532,977,24,467853,196,748,32250,6296,56
684,2715,333,5,14552,981,25,469222,196,789,32309,6308,61
685,2718,333,5,14601,984,26,470593,196,766,32378,6322,57
686,2723,334,5,14616,988,28,471966,197,784,32410,6327,55
687,2730,336,4,14616,987,24,473341,197,755,32473,6341,55
688,2735,337,5,14618,985,23,474718,198,758,32550,6358,56
689,2740,338,5,14747,993,24,476097,199,760,32574,6359,56
690,2743,338,5,14776,994,22,477478,199,764,32631,6370,54
691,2746,338,4,14708,989,23,478861,199,762,32731,6393,55
692,2749,338,4,14741,992,22,480246,199,764,32773,6401,54
693,2754,339,4,14775,994,23,481633,200,768,32817,6410,53
694,2757,339,4,14857,1007,22,483022,200,773,32865,6418,53
695,2766,342,5,14817,987,25,484413,201,775,32901,6423,53
696,2769,342,4,14808,984,22,485806,201,777,32942,6431,54
697,2772,342,4,14822,986,22,487201,201,827,32977,6436,54
698,2775,342,4,14899,1001,22,488598,201,781,33093,6463,54
699,2780,343,5,14865,991,25,489997,202,782,33129,6468,55
700,2787,345,4,14872,990,22,491398,202,784,33205,6486,54
701,2790,345,4,14966,999,24,492801,202,787,33232,6488,54
702,2801,349,5,14992,999,22,494206,204,790,33287,6498,54
703,2804,349,5,15004,1001,23,495613,204,791,33345,6511,54
704,2807,349,4,15022,1001,22,497022,204,792,33399,6522,57
705,2810,349,5,14969,993,24,498433,204,795,33448,6530,56
706,2817,351,5,15072,1010,23,499846,206,796,33490,6538,55
707,2820,351,5,15133,1013,24,501261,206,799,33573,6556,55
708,2825,352,4,15126,1007,22,502678,207,805,33637,6571,55
709,2828,352,4,15167,1008,22,504097,207,806,33711,6587,55
710,2831,352,4,15215,1019,22,505518,207,809,33730,6586,54
711,2834,352,5,15119,999,24,506941,207,810,33794,6599,55
712,2837,352,4,15124,998,22,508366,207,808,33830,6605,55
713,2840,352,4,15234,1017,23,509793,207,814,33883,6615,55
714,2845,353,4,15283,1026,22,511222,208,813,33960,6632,54
715,2852,355,4,15252,1018,23,512653,208,818,34038,6650,54
716,2855,355,5,15210,1011,22,514086,208,821,34071,6654,54
717,2858,355,4,15323,1023,23,515521,208,823,34122,6664,54
718,2861,355,4,15316,1013,23,516958,208,826,34177,6674,54
719,2864,355,4,15329,1014,24,518397,208,994,34237,6686,117
720,2867,355,12,15401,1025,56,519838,208,1484,34266,6689,117
721,2870,355,11,15495,1039,46,521281,208,1271,34331,6702,62
722,2873,355,6,15516,1038,24,522726,208,832,34372,6712,62
723,2878,356,5,15432,1021,25,524173,209,836,34446,6729,61
724,2881,356,5,15524,1034,22,525622,209,839,34479,6731,59
725,2884,356,5,15522,1032,25,527073,209,840,34524,6739,59
726,2887,356,5,15512,1037,23,528526,209,843,34617,6761,57
727,2890,356,5,15559,1036,24,529981,209,884,34649,6765,58
728,2893,356,5,15637,1047,24,531438,209,851,34705,6775,58
729,2896,356,5,15579,1033,23,532897,209,850,34765,6789,58
730,2899,356,5,15598,1036,23,534358,209,852,34841,6805,57
731,2902,356,5,15727,1052,25,535821,209,854,34856,6805,58
732,2905,356,5,15705,1048,22,537286,209,859,34925,6819,57
733,2908,356,5,15668,1040,24,538753,209,859,34983,6831,57
734,2913,357,4,15700,1040,22,540222,210,864,35040,6842,57
735,2916,357,5,15842,1057,24,541693,210,864,35087,6850,57
736,2919,357,5,15891,1062,23,543166,210,866,35133,6859,58
737,2922,357,5,15763,1047,24,544641,210,870,35227,6881,59
738,2927,358,4,15773,1042,22,546118,211,871,35282,6890,57
739,2934,360,4,15833,1048,25,547597,211,877,35329,6900,58
740,2945,364,5,15855,1048,22,549078,213,878,35390,6912,57
741,2948,364,4,15905,1064,24,550561,213,880,35430,6918,57
742,2951,364,4,15870,1049,23,552046,213,881,35478,6927,57
743,2954,364,5,15954,1059,24,553533,213,883,35523,6936,58
744,2957,364,4,15978,1068,24,555022,213,885,35581,6947,57
745,2964,366,5,16010,1070,22,556513,215,896,35648,6961,57
746,2973,369,4,16064,1071,22,558006,216,890,35721,6976,57
747,2980,371,5,16055,1064,25,559501,216,893,35770,6986,57
748,2983,371,4,16113,1072,23,560998,216,897,35811,6993,58
749,2986,371,4,16140,1056,26,562497,216,897,35839,6996,58
750,2989,371,4,16164,1066,24,563998,216,902,35919,7013,58
751,2994,372,5,16177,1065,25,565501,217,903,35985,7028,57
752,2997,372,4,16132,1057,24,567006,217,905,36053,7044,59
753,3000,372,5,16173,1060,24,568513,217,907,36106,7052,61
754,3005,373,5,16236,1071,22,570022,218,907,36177,7067,60
755,3010,374,5,16303,1081,24,571533,219,911,36225,7076,58
756,3017,376,5,16278,1073,24,573046,219,941,36262,7083,59
757,3020,376,5,16302,1071,25,574561,219,917,36319,7094,59
758,3023,376,4,16366,1077,23,576078,219,920,36376,7105,58
759,3026,376,5,16440,1094,25,577597,219,922,36434,7118,59
760,3031,377,4,16481,1098,24,579118,220,925,36472,7124,60
761,3034,377,5,16456,1100,26,580641,220,927,36553,7139,60
762,3043,380,5,16433,1088,24,582166,221,928,36606,7149,60
763,3048,381,5,16596,1110,26,583693,222,931,36621,7152,60
764,3051,381,5,16489,1089,24,585222,222,935,36732,7175,60
765,3054,381,4,16473,1088,25,586753,222,936,36768,7180,60
766,3057,381,5,16513,1092,23,588286,222,939,36786,7183,60
767,3060,381,5,16605,1103,25,589821,222,942,36891,7207,60
768,3067,383,5,16622,1104,23,591358,224,946,36944,7215,62
769,3072,384,5,16506,1083,24,592897,225,946,37004,7229,63
770,3075,384,5,16575,1092,23,594438,225,951,37037,7234,62
771,3078,384,5,16633,1095,25,595981,225,951,37111,7249,64
772,3081,384,5,16626,1090,24,597526,225,954,37157,7257,61
773,3086,385,5,16681,1095,25,599073,226,956,37212,7268,62
774,3093,387,5,16708,1102,25,600622,226,959,37266,7278,61
775,3096,387,5,16730,1104,26,602173,226,963,37308,7287,61
776,3099,387,5,16702,1093,24,603726,226,965,37365,7299,63
777,3102,387,5,16791,1100,25,605281,226,965,37435,7313,64
778,3105,387,5,16886,1115,25,606838,226,968,37480,7321,63
779,3108,387,5,16889,1112,25,608397,226,970,37536,7333,132
780,3111,387,14,16875,1106,58,609958,226,1010,37606,7348,72
781,3114,387,7,16871,1113,28,611521,226,976,37611,7342,70
782,3117,387,6,16945,1120,26,613086,226,980,37699,7364,69
783,3120,387,6,16898,1110,26,614653,226,981,37740,7371,67
784,3123,387,6,16944,1108,26,616222,226,1034,37807,7385,67
785,3126,387,6,16984,1120,27,617793,226,987,37859,7395,67
786,3129,387,6,17080,1139,26,619366,226,989,37921,7408,66
787,3132,387,5,16996,1116,26,620941,226,991,37992,7422,66
788,3135,387,5,16992,1106,25,622518,226,994,38050,7434,66
789,3140,388,5,17033,1107,25,624097,227,996,38108,7446,64
790,3143,388,6,17064,1108,24,625678,227,998,38157,7455,64
791,3148,389,5,17087,1121,29,627261,228,996,38179,7455,66
792,3151,389,5,17092,1120,25,628846,228,1004,38222,7464,65
793,3154,389,5,17185,1133,27,630433,228,1048,38259,7469,74
794,3157,389,7,17172,1128,34,632022,228,1105,38356,7492,74
795,3160,389,7,17122,1114,37,633613,228,1010,38378,7493,73
796,3163,389,7,17186,1120,27,635206,228,1014,38460,7512,70
797,3166,389,6,17189,1116,27,636801,228,1022,38512,7522,71
798,3169,389,6,17222,1121,24,638398,228,1022,38567,7531,69
799,3172,389,6,17448,1156,29,639997,228,1021,38622,7542,68
800,3177,390,6,17467,1158,25,641598,229,1024,38689,7557,67
801,3180,390,7,17399,1144,27,643201,229,1027,38749,7570,68
802,3183,390,6,17389,1144,25,644806,229,1142,38801,7580,74
803,3186,390,8,17419,1155,34,646413,229,1033,38864,7593,73
804,3189,390,6,17482,1157,27,648022,229,1039,38912,7601,73
805,3192,390,6,17466,1152,26,649633,229,1037,38966,7610,69
806,3195,390,6,17516,1161,26,651246,229,1928,39008,7619,152
807,3198,390,15,17572,1160,70,652861,229,1426,39086,7635,74
808,3201,390,7,17617,1169,29,654478,229,1049,39132,7642,73
809,3204,390,6,17511,1139,27,656097,229,1051,39199,7659,70
810,3207,390,6,17580,1150,26,657718,229,1049,39255,7670,69
811,3212,391,6,17615,1156,28,659341,230,1085,39305,7680,69
812,3217,392,6,17639,1157,25,660966,231,1055,39336,7682,68
813,3220,392,6,17643,1156,27,662593,231,1057,39412,7699,69
814,3223,392,5,17710,1168,26,664222,231,1059,39465,7709,67
815,3228,393,6,17781,1172,28,665853,232,1065,39501,7714,67
816,3233,394,6,17817,1175,28,667486,233,1066,39536,7721,68
817,3238,395,6,17735,1155,28,669121,234,1068,39627,7742,69
818,3249,399,6,17702,1146,27,670758,232,1065,39693,7755,67
819,3252,399,6,17824,1165,28,672397,232,1074,39738,7762,73
820,3255,399,6,17878,1173,27,674038,232,1076,39778,7769,68
821,3258,399,6,17934,1173,27,675681,232,1078,39844,7782,68
822,3261,399,5,17971,1178,25,677326,232,1091,39896,7792,68
823,3264,399,6,18085,1203,27,678973,232,1083,39936,7799,67
824,3267,399,5,18088,1192,27,680622,232,1086,39987,7807,67
825,3270,399,5,17963,1176,27,682273,232,1089,40039,7817,68
826,3273,399,5,18020,1181,26,683926,232,1091,40106,7832,69
827,3278,400,6,18051,1188,27,685581,233,1093,40168,7845,68
828,3285,402,6,18066,1187,26,687238,233,1097,40241,7861,67
829,3290,403,6,18072,1185,27,688897,234,1099,40278,7866,67
830,3293,403,5,18113,1191,26,690558,234,1729,40325,7875,77
831,3296,403,8,18141,1185,37,692221,234,1382,40372,7884,77
832,3299,403,7,18171,1187,32,693886,234,1108,40433,7899,77
833,3302,403,7,18096,1167,29,695553,234,1112,40470,7903,74
834,3305,403,6,18110,1176,27,697222,234,1233,40541,7916,73
835,3308,403,6,18154,1175,30,698893,234,1116,40593,7928,74
836,3317,406,6,18166,1176,28,700566,237,1119,40643,7937,71
837,3320,406,6,18261,1197,27,702241,237,1122,40719,7953,71
838,3323,406,6,18286,1196,25,703918,237,1595,40783,7967,78
839,3326,406,8,18331,1196,37,705597,237,1127,40820,7973,78
840,3329,406,7,18322,1187,29,707278,237,1129,40868,7982,76
841,3332,406,6,18418,1211,29,708961,237,1166,40901,7986,74
842,3335,406,7,18456,1213,27,710646,237,1208,40964,7997,74
843,3338,406,7,18378,1197,69,712333,237,2039,41014,8009,84
844,3341,406,8,18453,1207,32,714022,237,1140,41099,8028,77
845,3344,406,7,18454,1199,29,715713,237,1145,41141,8035,75
846,3347,406,6,18461,1198,27,717406,237,1144,41191,8043,74
847,3350,406,6,18587,1217,30,719101,237,1148,41245,8054,74
848,3353,406,6,18594,1214,27,720798,237,1150,41285,8059,73
849,3356,406,6,18536,1207,27,722497,237,1153,41353,8073,72
850,3361,407,6,18526,1202,27,724198,238,1155,41388,8080,72
851,3364,407,6,18588,1207,28,725901,238,1158,41476,8099,72
852,3367,407,6,18598,1204,26,727606,238,1199,41526,8109,73
853,3372,408,6,18557,1192,31,729313,239,1163,41588,8122,72
854,3375,408,6,18601,1199,26,731022,239,1201,41644,8131,73
855,3378,408,6,18710,1220,30,732733,239,1170,41701,8144,75
856,3381,408,6,18778,1229,27,734446,239,1171,41740,8150,72
857,3386,409,6,18699,1213,28,736161,240,1178,41803,8166,73
858,3391,410,6,18787,1227,27,737878,241,1177,41865,8178,73
859,3396,411,6,18749,1207,29,739597,242,1180,41914,8186,71
860,3401,412,6,18789,1209,26,741318,243,1184,41960,8194,71
861,3404,412,6,18890,1236,28,743041,243,1189,42018,8208,73
862,3407,412,6,18861,1225,27,744766,243,1191,42107,8226,71
863,3410,412,6,18873,1221,29,746493,243,1191,42173,8241,71
864,3413,412,6,18962,1234,27,748222,243,1194,42182,8238,73
865,3418,413,6,18913,1223,27,749953,244,1193,42233,8248,71
866,3423,414,6,18985,1232,26,751686,245,1214,42318,8268,81
867,3432,417,8,19034,1245,38,753421,244,1204,42356,8275,80
868,3435,417,7,19059,1246,28,755158,244,1210,42415,8284,79
869,3438,417,7,19097,1250,28,756897,244,1211,42459,8294,77
870,3441,417,7,19055,1234,28,758638,244,1229,42559,8317,76
871,3444,417,7,19085,1237,30,760381,244,1214,42594,8322,76
872,3449,418,6,19108,1238,27,762126,245,1216,42614,8322,75
873,3452,418,6,19103,1229,28,763873,245,1219,42636,8325,75
874,3455,418,6,19093,1233,28,765622,245,1229,42725,8345,74
875,3458,418,6,19198,1247,30,767373,245,1276,42797,8360,74
876,3461,418,6,19224,1246,28,769126,245,1230,42857,8372,75
877,3466,419,6,19220,1245,29,770881,246,1232,42905,8381,73
878,3471,420,6,19241,1245,27,772638,247,1232,42980,8397,74
879,3474,420,6,19204,1242,28,774397,247,1237,43025,8406,73
880,3477,420,6,19265,1250,27,776158,247,1239,43065,8412,74
881,3482,421,6,19388,1264,29,777921,248,1294,43116,8422,83
882,3485,421,9,19358,1254,41,779686,248,1249,43196,8440,84
883,3488,421,7,19497,1273,32,781453,248,1248,43228,8444,79
884,3491,421,7,19475,1266,28,783222,248,1250,43298,8459,77
885,3496,422,7,19546,1269,29,784993,249,1252,43355,8471,77
886,3499,422,7,19527,1267,28,786766,249,1501,43403,8478,161
887,3502,422,16,19432,1262,72,788541,249,1734,43470,8493,81
888,3505,422,7,19443,1261,30,790318,249,1263,43530,8506,80
889,3508,422,7,19467,1253,30,792097,249,1476,43561,8509,117
890,3511,422,8,19472,1253,77,793878,249,2234,43616,8520,84
891,3514,422,8,19547,1259,38,795661,249,1277,43682,8535,83
892,3517,422,7,19521,1253,30,797446,249,1272,43734,8543,80
893,3520,422,7,19569,1264,30,799233,249,1279,43817,8562,78
894,3525,423,7,19613,1272,29,801022,250,1278,43838,8564,79
895,3530,424,7,19732,1271,31,802813,251,1281,43904,8577,78
896,3537,426,7,19764,1273,27,804606,251,1285,43960,8587,78
897,3540,426,7,19745,1280,30,806401,251,1287,43988,8591,78
898,3543,426,7,19755,1277,29,808198,251,1291,44033,8598,77
899,3548,427,6,19761,1279,28,809997,252,1292,44129,8621,78
900,3551,427,7,19756,1276,27,811798,252,1354,44163,8626,79
901,3554,427,7,19805,1278,28,813601,252,2034,44220,8636,83
902,3557,427,8,19846,1286,37,815406,252,1301,44309,8658,84
903,3562,428,7,19848,1268,33,817213,253,1305,44333,8660,83
904,3565,428,7,19888,1275,29,819022,253,1307,44401,8675,80
905,3568,428,7,19981,1298,31,820833,253,1311,44416,8675,80
906,3571,428,7,19974,1293,28,822646,253,1972,44501,8693,166
907,3574,428,17,19991,1295,78,824461,253,1852,44544,8701,84
908,3577,428,8,20009,1297,31,826278,253,1319,44607,8713,84
909,3584,430,7,20066,1306,31,828097,255,1464,44662,8725,82
910,3593,433,7,20088,1306,29,829918,256,1580,44715,8734,85
911,3596,433,8,20038,1288,39,831741,256,1339,44785,8750,85
912,3599,433,8,20059,1289,31,833566,256,1332,44850,8763,86
913,3604,434,7,20105,1291,30,835393,257,1336,44893,8770,82
914,3607,434,7,20146,1297,29,837222,257,1337,44949,8782,82
915,3610,434,7,20095,1294,32,839053,257,1339,45011,8795,82
916,3613,434,7,20167,1303,30,840886,257,1343,45052,8804,81
917,3616,434,7,20074,1274,30,842721,257,1344,45112,8815,80
918,3619,434,7,20101,1272,28,844558,257,1348,45167,8825,80
919,3624,435,7,20262,1314,30,846397,258,1352,45229,8838,79
920,3627,435,7,20299,1316,29,848238,258,1357,45251,8840,79
921,3630,435,7,20231,1287,29,850081,258,1359,45342,8859,79
922,3635,436,7,20167,1277,29,851926,259,1363,45362,8861,79
923,3638,436,7,20372,1310,31,853773,259,1362,45425,8871,80
924,3641,436,7,20430,1316,29,855622,259,1367,45484,8884,80
925,3644,436,6,20323,1294,30,857473,259,1368,45532,8894,78
926,3649,437,7,20431,1314,29,859326,260,1372,45600,8909,79
927,3652,437,7,20439,1309,30,861181,260,1374,45639,8914,79
928,3655,437,7,20477,1314,28,863038,260,1379,45683,8921,80
929,3658,437,7,20435,1304,29,864897,260,1380,45729,8930,83
930,3665,439,6,20543,1320,30,866758,262,1383,45760,8934,79
931,3674,442,7,20462,1304,30,868621,263,1421,45830,8949,79
932,3677,442,7,20503,1307,27,870486,263,1401,45932,8973,79
933,3680,442,6,20524,1303,29,872353,263,1436,45963,8977,80
934,3685,443,7,20617,1323,32,874222,264,1397,46026,8989,82
935,3688,443,7,20626,1322,32,876093,264,1399,46091,9003,82
936,3691,443,7,20692,1330,29,877966,264,1403,46119,9005,82
937,3694,443,6,20725,1334,30,879841,264,1404,46143,9008,82
938,3697,443,7,20782,1339,30,881718,264,1408,46221,9025,81
939,3700,443,7,20745,1326,31,883597,264,1412,46290,9039,81
940,3705,444,7,20753,1325,28,885478,265,1415,46362,9055,80
941,3712,446,7,20745,1325,30,887361,265,1420,46401,9062,81
942,3719,448,7,20766,1323,29,889246,267,1421,46459,9073,81
943,3722,448,7,20788,1320,31,891133,267,1425,46501,9080,81
944,3725,448,7,20869,1330,30,893022,267,1426,46560,9093,81
945,3730,449,7,20840,1320,31,894913,268,1437,46607,9102,81
946,3733,449,7,20889,1328,29,896806,268,1443,46686,9119,81
947,3736,449,7,20890,1327,33,898701,268,1436,46737,9129,84
948,3741,450,7,20936,1330,30,900598,269,1437,46757,9130,82
949,3746,451,7,20975,1328,32,902497,270,1443,46831,9145,81
950,3749,451,7,20993,1329,30,904398,270,1482,46906,9161,82
951,3752,451,7,21011,1333,30,906301,270,1449,46958,9172,84
952,3755,451,7,21035,1337,29,908206,270,1452,47008,9181,82
953,3758,451,7,21047,1329,31,910113,270,1454,47049,9189,83
954,3761,451,7,21125,1340,30,912022,270,1456,47101,9198,82
955,3764,451,7,21013,1332,32,913933,270,1460,47162,9211,82
956,3769,452,7,21146,1347,32,915846,271,1562,47244,9229,83
957,3772,452,7,21146,1343,31,917761,271,1465,47276,9233,83
958,3777,453,7,21201,1347,30,919678,272,1470,47342,9247,82
959,3780,453,7,21223,1347,31,921597,272,1472,47380,9253,84
960,3783,453,7,21242,1349,30,923518,272,1476,47405,9255,86
961,3786,453,7,21273,1351,31,925441,272,1478,47493,9276,87
962,3789,453,7,21281,1349,30,927366,272,1482,47548,9285,87
963,3792,453,7,21349,1351,33,929293,272,1485,47579,9289,86
964,3795,453,7,21345,1350,31,931222,272,1488,47636,9302,85
965,3798,453,7,21406,1358,32,933153,272,1491,47695,9313,130
966,3801,453,7,21471,1365,37,935086,272,1496,47743,9322,85
967,3804,453,7,21400,1348,31,937021,272,1497,47815,9338,84
968,3809,454,7,21468,1361,30,938958,273,1504,47881,9351,84
969,3814,455,7,21589,1382,31,940897,274,1503,47887,9350,85
970,3819,456,7,21614,1383,30,942838,275,1506,47969,9367,85
971,3822,456,7,21497,1361,32,944781,275,1511,48030,9379,85
972,3825,456,7,21513,1359,34,946726,275,1517,48101,9394,85
973,3830,457,7,21659,1385,33,948673,276,1518,48144,9400,84
974,3833,457,7,21704,1390,31,950622,276,1520,48212,9416,85
975,3838,458,7,21635,1373,31,952573,277,1522,48224,9416,85
976,3841,458,7,21649,1367,31,954526,277,1557,48311,9435,112
977,3844,458,7,21800,1403,32,956481,277,1528,48333,9438,86
978,3847,458,7,21846,1407,32,958438,277,1532,48420,9456,86
979,3852,459,7,21805,1392,32,960397,278,1535,48481,9469,86
980,3855,459,7,21739,1385,31,962358,278,1537,48532,9477,86
981,3864,462,7,21798,1391,31,964321,279,1540,48581,9486,85
982,3867,462,7,21864,1400,31,966286,279,1542,48611,9492,86
983,3870,462,7,21899,1397,33,968253,279,1546,48693,9510,86
984,3873,462,7,21894,1394,31,970222,279,1562,48756,9523,93
985,3878,463,9,21901,1397,42,972193,280,1554,48796,9529,92
986,3881,463,8,21922,1398,34,974166,280,1558,48874,9547,90
987,3884,463,8,22015,1411,35,976141,280,1564,48915,9553,91
988,3887,463,8,22008,1405,32,978118,280,1565,48957,9560,90
989,3890,463,8,21997,1404,32,980097,280,1565,49004,9570,90
990,3893,463,8,22028,1403,32,982078,280,1570,49066,9581,91
991,3896,463,8,22096,1405,32,984061,280,1583,49138,9598,92
992,3899,463,8,22077,1402,30,986046,280,1576,49196,9609,89
993,3904,464,7,22046,1395,32,988033,281,1577,49260,9624,88
994,3907,464,7,22091,1401,31,990022,281,1582,49315,9633,88
995,3910,464,7,22132,1399,34,992013,281,1589,49341,9636,89
996,3913,464,7,22124,1396,32,994006,281,1588,49422,9653,88
997,3916,464,7,22143,1404,32,996001,281,1590,49473,9664,88
998,3919,464,7,22214,1411,31,997998,281,1594,49517,9672,87
999,3926,466,7,22312,1420,33,999997,283,1598,49524,9670,89
1000,3931,467,7,22348,1425,31,1001998,284,2665,49610,9687,112
